,RADIO,circuito,RADIO.CIRCUITO
1068,20050407,0065,20050065
1069,20050408,0066,20050066
1070,20050409,0066,20050066
1071,20050501,0066,20050066
1072,20050502,0066,20050066
1073,20050503,0066,20050066
1074,20050504,0066,20050066
1075,20050505,0066,20050066
1076,20050506,0066,20050066
1077,20050507,0066,20050066
1078,20050508,0066,20050066
1079,20050601,0067,20050067
1080,20050602,0067,20050067
1081,20050603,0067,20050067
1082,20050604,0067,20050067
1083,20050605,0067,20050067
1084,20050606,0067,20050067
1085,20050607,0067,20050067
1086,20050608,0067,20050067
1087,20050701,0067,20050067
1088,20050702,0067,20050067
1089,20050703,0067,20050067
1090,20050704,0067,20050067
1091,20050705,0067,20050067
1092,20050706,0064,20050064
1093,20050707,0067,20050067
1094,20050708,0067,20050067
1095,20050801,0064,20050064
1096,20050802,0064,20050064
1097,20050803,0064,20050064
1098,20050804,0064,20050064
1099,20050805,0064,20050064
1100,20050806,0064,20050064
1101,20050807,0064,20050064
1102,20050808,0064,20050064
1103,20050809,0064,20050064
1104,20050901,0064,20050064
1105,20050902,0064,20050064
1106,20050903,0064,20050064
1107,20050904,0064,20050064
1108,20050905,0064,20050064
1109,20050906,0064,20050064
1110,20050907,0064,20050064
1111,20050908,0064,20050064
1112,20050909,0064,20050064
1113,20050910,0064,20050064
1114,20051001,0064,20050064
1115,20051002,0064,20050064
1116,20051003,0064,20050064
1117,20051004,0064,20050064
1118,20051005,0063,20050063
1119,20051006,0063,20050063
1120,20051007,0063,20050063
1121,20051008,0063,20050063
1122,20051009,0063,20050063
1123,20051010,0063,20050063
1124,20051101,0067,20050067
1125,20051102,0067,20050067
1126,20051103,0067,20050067
1127,20051104,0067,20050067
1128,20051105,0067,20050067
1129,20051106,0067,20050067
1130,20051107,0067,20050067
1131,20051108,0067,20050067
1132,20051109,0067,20050067
1133,20051110,0067,20050067
1134,20051201,0067,20050067
1135,20051202,0061,20050061
1136,20051203,0061,20050061
1137,20051204,0061,20050061
1138,20051205,0061,20050061
1139,20051206,0063,20050063
1140,20051207,0064,20050064
1141,20051301,0061,20050061
1142,20051302,0061,20050061
1143,20051303,0061,20050061
1144,20051304,0061,20050061
1145,20051305,0061,20050061
1146,20051306,0061,20050061
1147,20051307,0061,20050061
1148,20051308,0061,20050061
1149,20051309,0061,20050061
1150,20051401,0063,20050063
1151,20051402,0063,20050063
1152,20051403,0063,20050063
1153,20051404,0063,20050063
1154,20051405,0063,20050063
1155,20051406,0063,20050063
1156,20051407,0063,20050063
1157,20051408,0063,20050063
1158,20051409,0063,20050063
1159,20051501,0063,20050063
1160,20051502,0063,20050063
1161,20051503,0063,20050063
1162,20051504,0063,20050063
1163,20051505,0063,20050063
1164,20051506,0063,20050063
1165,20051507,0063,20050063
1166,20051508,0063,20050063
1167,20051509,0063,20050063
1168,20051601,0063,20050063
1169,20051602,0062,20050062
1170,20051603,0062,20050062
1171,20051604,0062,20050062
1172,20051605,0062,20050062
1173,20051606,0062,20050062
1174,20051607,0062,20050062
1175,20051608,0062,20050062
1176,20051609,0062,20050062
1177,20051610,0062,20050062
1178,20051611,0062,20050062
1179,20051701,0063,20050063
1180,20051702,0062,20050062
1181,20051703,0062,20050062
1182,20051704,0061,20050061
1183,20051705,0061,20050061
1184,20051706,0061,20050061
1185,20051707,0061,20050061
1186,20051708,0062,20050062
1187,20051709,0062,20050062
1188,20051710,0061,20050061
1189,20051711,0061,20050061
1190,20051801,0060,20050060
1191,20051802,0060,20050060
1192,20051803,0060,20050060
1193,20051804,0060,20050060
1194,20051805,0060,20050060
1195,20051806,0060,20050060
1196,20051807,0060,20050060
1197,20051808,0060,20050060
1198,20051809,0060,20050060
1199,20051810,0060,20050060
1200,20051811,0060,20050060
1201,20051901,0060,20050060
1202,20051902,0060,20050060
1203,20051903,0060,20050060
1204,20051904,0060,20050060
1205,20051905,0060,20050060
1206,20051906,0060,20050060
1207,20051907,0060,20050060
1208,20051908,0060,20050060
1209,20051909,0060,20050060
1210,20051910,0060,20050060
1211,20051911,0060,20050060
1212,20052001,0059,20050059
1213,20052002,0059,20050059
1214,20052003,0059,20050059
1215,20052004,0059,20050059
1216,20052005,0058,20050058
1217,20052006,0059,20050059
1218,20052007,0058,20050058
1219,20052008,0058,20050058
1220,20052009,0058,20050058
1221,20052010,0058,20050058
1222,20052011,0058,20050058
1223,20052012,0058,20050058
1224,20052101,0059,20050059
1225,20052102,0059,20050059
1226,20052103,0059,20050059
1227,20052104,0059,20050059
1228,20052105,0059,20050059
1229,20052106,0059,20050059
1230,20052107,0059,20050059
1231,20052108,0059,20050059
1232,20052109,0059,20050059
1233,20052110,0059,20050059
1234,20052111,0059,20050059
1235,20052201,0058,20050058
1236,20052202,0059,20050059
1237,20052203,0058,20050058
1238,20052204,0058,20050058
1239,20052205,0058,20050058
1240,20052206,0058,20050058
1241,20052207,0058,20050058
1242,20052208,0058,20050058
1243,20052209,0058,20050058
1244,20052210,0058,20050058
1245,20052211,0058,20050058
1246,20052212,0058,20050058
1247,20052213,0058,20050058
1248,20060101,0072,20060072
1249,20060102,0072,20060072
1250,20060103,0072,20060072
1251,20060104,0072,20060072
1252,20060105,0072,20060072
1253,20060106,0072,20060072
1254,20060107,0072,20060072
1255,20060108,0072,20060072
1256,20060109,0072,20060072
1257,20060110,0072,20060072
1258,20060111,0072,20060072
1259,20060112,0072,20060072
1260,20060201,0073,20060073
1261,20060202,0073,20060073
1262,20060203,0073,20060073
1263,20060204,0073,20060073
1264,20060205,0073,20060073
1265,20060206,0073,20060073
1266,20060207,0073,20060073
1267,20060208,0073,20060073
1268,20060209,0073,20060073
1269,20060210,0073,20060073
1270,20060211,0073,20060073
1271,20060301,0072,20060072
1272,20060302,0072,20060072
1273,20060303,0072,20060072
1274,20060304,0073,20060073
1275,20060305,0073,20060073
1276,20060306,0072,20060072
1277,20060307,0072,20060072
1278,20060308,0072,20060072
1279,20060309,0073,20060073
1280,20060310,0070,20060070
1281,20060401,0073,20060073
1282,20060402,0073,20060073
1283,20060403,0073,20060073
1284,20060404,0070,20060070
1285,20060405,0070,20060070
1286,20060406,0070,20060070
1287,20060407,0073,20060073
1288,20060408,0070,20060070
1289,20060409,0070,20060070
1290,20060410,0070,20060070
1291,20060411,0070,20060070
1292,20060501,0070,20060070
1293,20060502,0070,20060070
1294,20060503,0070,20060070
1295,20060504,0070,20060070
1296,20060505,0068,20060068
1297,20060506,0068,20060068
1298,20060507,0070,20060070
1299,20060508,0070,20060070
1300,20060509,0070,20060070
1301,20060510,0070,20060070
1302,20060511,0070,20060070
1303,20060512,0068,20060068
1304,20060601,0070,20060070
1305,20060602,0070,20060070
1306,20060603,0068,20060068
1307,20060604,0068,20060068
1308,20060605,0070,20060070
1309,20060606,0070,20060070
1310,20060607,0070,20060070
1311,20060608,0070,20060070
1312,20060609,0068,20060068
1313,20060701,0068,20060068
1314,20060702,0068,20060068
1315,20060703,0068,20060068
1316,20060704,0068,20060068
1317,20060705,0068,20060068
1318,20060706,0068,20060068
1319,20060707,0068,20060068
1320,20060708,0068,20060068
1321,20060709,0068,20060068
1322,20060710,0068,20060068
1323,20060711,0068,20060068
1324,20060712,0068,20060068
1325,20060713,0068,20060068
1326,20060801,0068,20060068
1327,20060802,0068,20060068
1328,20060803,0068,20060068
1329,20060804,0068,20060068
1330,20060805,0068,20060068
1331,20060806,0068,20060068
1332,20060807,0068,20060068
1333,20060808,0068,20060068
1334,20060809,0068,20060068
1335,20060810,0068,20060068
1336,20060901,0070,20060070
1337,20060902,0070,20060070
1338,20060903,0071,20060071
1339,20060904,0069,20060069
1340,20060905,0068,20060068
1341,20060906,0069,20060069
1342,20060907,0069,20060069
1343,20060908,0069,20060069
1344,20060909,0069,20060069
1345,20060910,0069,20060069
1346,20061001,0070,20060070
1347,20061002,0070,20060070
1348,20061003,0070,20060070
1349,20061004,0070,20060070
1350,20061005,0071,20060071
1351,20061006,0071,20060071
1352,20061007,0071,20060071
1353,20061008,0071,20060071
1354,20061009,0071,20060071
1355,20061010,0071,20060071
1356,20061101,0073,20060073
1357,20061102,0073,20060073
1358,20061103,0073,20060073
1359,20061104,0073,20060073
1360,20061105,0070,20060070
1361,20061106,0070,20060070
1362,20061107,0070,20060070
1363,20061108,0070,20060070
1364,20061109,0070,20060070
1365,20061110,0070,20060070
1366,20061201,0073,20060073
1367,20061202,0073,20060073
1368,20061203,0073,20060073
1369,20061204,0070,20060070
1370,20061205,0071,20060071
1371,20061206,0074,20060074
1372,20061207,0074,20060074
1373,20061208,0074,20060074
1374,20061209,0074,20060074
1375,20061210,0074,20060074
1376,20061211,0074,20060074
1377,20061212,0074,20060074
1378,20061301,0074,20060074
1379,20061302,0074,20060074
1380,20061303,0074,20060074
1381,20061304,0074,20060074
1382,20061305,0074,20060074
1383,20061306,0074,20060074
1384,20061307,0074,20060074
1385,20061308,0074,20060074
1386,20061309,0074,20060074
1387,20061401,0074,20060074
1388,20061402,0074,20060074
1389,20061403,0074,20060074
1390,20061404,0074,20060074
1391,20061405,0074,20060074
1392,20061406,0074,20060074
1393,20061407,0074,20060074
1394,20061408,0074,20060074
1395,20061409,0074,20060074
1396,20061410,0074,20060074
1397,20061501,0074,20060074
1398,20061502,0071,20060071
1399,20061503,0071,20060071
1400,20061504,0071,20060071
1401,20061505,0074,20060074
1402,20061506,0071,20060071
1403,20061507,0071,20060071
1404,20061508,0074,20060074
1405,20061509,0074,20060074
1406,20061510,0074,20060074
1407,20061601,0071,20060071
1408,20061602,0071,20060071
1409,20061603,0071,20060071
1410,20061604,0071,20060071
1411,20061605,0071,20060071
1412,20061606,0071,20060071
1413,20061607,0071,20060071
1414,20061608,0071,20060071
1415,20061609,0071,20060071
1416,20061610,0071,20060071
1417,20061611,0071,20060071
1418,20061701,0071,20060071
1419,20061702,0071,20060071
1420,20061703,0071,20060071
1421,20061704,0071,20060071
1422,20061705,0071,20060071
1423,20061706,0071,20060071
1424,20061707,0071,20060071
1425,20061801,0071,20060071
1426,20061802,0071,20060071
1427,20061803,0069,20060069
1428,20061804,0069,20060069
1429,20061805,0069,20060069
1430,20061806,0069,20060069
1431,20061807,0069,20060069
1432,20061808,0069,20060069
1433,20061809,0069,20060069
1434,20061901,0069,20060069
1435,20061902,0069,20060069
1436,20061903,0069,20060069
1437,20061904,0069,20060069
1438,20061905,0069,20060069
1439,20061906,0069,20060069
1440,20061907,0069,20060069
1441,20061908,0069,20060069
1442,20062001,0071,20060071
1443,20062002,0071,20060071
1444,20062003,0071,20060071
1445,20062004,0071,20060071
1446,20062005,0069,20060069
1447,20062006,0069,20060069
1448,20062007,0069,20060069
1449,20062008,0069,20060069
1450,20062009,0069,20060069
1451,20062010,0069,20060069
1452,20062101,0071,20060071
1453,20062102,0071,20060071
1454,20062103,0069,20060069
1455,20062104,0069,20060069
1456,20062105,0069,20060069
1457,20062106,0069,20060069
1458,20062107,0069,20060069
1459,20062108,0069,20060069
1460,20062109,0069,20060069
1461,20062110,0069,20060069
1462,20062111,0069,20060069
1463,20070101,0079,20070079
1464,20070102,0079,20070079
1465,20070103,0079,20070079
1466,20070104,0079,20070079
1467,20070105,0079,20070079
1468,20070106,0079,20070079
1469,20070107,0079,20070079
1470,20070108,0082,20070082
1471,20070109,0082,20070082
1472,20070110,0082,20070082
1473,20070201,0079,20070079
1474,20070202,0079,20070079
1475,20070203,0079,20070079
1476,20070204,0079,20070079
1477,20070205,0079,20070079
1478,20070206,0079,20070079
1479,20070207,0079,20070079
1480,20070208,0079,20070079
1481,20070209,0080,20070080
1482,20070301,0080,20070080
1483,20070302,0080,20070080
1484,20070303,0080,20070080
1485,20070304,0080,20070080
1486,20070305,0080,20070080
1487,20070306,0080,20070080
1488,20070307,0080,20070080
1489,20070308,0081,20070081
1490,20070309,0081,20070081
1491,20070310,0081,20070081
1492,20070401,0080,20070080
1493,20070402,0080,20070080
1494,20070403,0080,20070080
1495,20070404,0080,20070080
1496,20070405,0080,20070080
1497,20070406,0080,20070080
1498,20070407,0080,20070080
1499,20070408,0080,20070080
1500,20070409,0080,20070080
1501,20070410,0081,20070081
1502,20070501,0083,20070083
1503,20070502,0081,20070081
1504,20070503,0081,20070081
1505,20070504,0083,20070083
1506,20070505,0081,20070081
1507,20070506,0081,20070081
1508,20070507,0081,20070081
1509,20070508,0081,20070081
1510,20070509,0081,20070081
1511,20070601,0081,20070081
1512,20070602,0081,20070081
1513,20070603,0081,20070081
1514,20070604,0081,20070081
1515,20070605,0081,20070081
1516,20070606,0081,20070081
1517,20070607,0081,20070081
1518,20070608,0083,20070083
1519,20070609,0083,20070083
1520,20070701,0079,20070079
1521,20070702,0079,20070079
1522,20070703,0079,20070079
1523,20070704,0079,20070079
1524,20070705,0079,20070079
1525,20070706,0079,20070079
1526,20070707,0079,20070079
1527,20070708,0079,20070079
1528,20070709,0082,20070082
1529,20070710,0082,20070082
1530,20070711,0082,20070082
1531,20070801,0082,20070082
1532,20070802,0082,20070082
1533,20070803,0082,20070082
1534,20070804,0082,20070082
1535,20070805,0082,20070082
1536,20070806,0082,20070082
1537,20070807,0082,20070082
1538,20070808,0082,20070082
1539,20070901,0083,20070083
1540,20070902,0083,20070083
1541,20070903,0082,20070082
1542,20070904,0082,20070082
1543,20070905,0082,20070082
1544,20070906,0082,20070082
1545,20070907,0083,20070083
1546,20070908,0083,20070083
1547,20070909,0082,20070082
1548,20070910,0082,20070082
1549,20070911,0082,20070082
1550,20071001,0083,20070083
1551,20071002,0083,20070083
1552,20071003,0083,20070083
1553,20071004,0083,20070083
1554,20071005,0083,20070083
1555,20071006,0083,20070083
1556,20071007,0083,20070083
1557,20071008,0083,20070083
1558,20071009,0083,20070083
1559,20071010,0083,20070083
1560,20071101,0083,20070083
1561,20071102,0083,20070083
1562,20071103,0083,20070083
1563,20071104,0083,20070083
1564,20071105,0083,20070083
1565,20071106,0083,20070083
1566,20071107,0083,20070083
1567,20071108,0083,20070083
1568,20071109,0083,20070083
1569,20071110,0083,20070083
1570,20071201,0075,20070075
1571,20071202,0075,20070075
1572,20071203,0075,20070075
1573,20071204,0075,20070075
1574,20071205,0075,20070075
1575,20071206,0075,20070075
1576,20071207,0075,20070075
1577,20071208,0078,20070078
1578,20071209,0078,20070078
1579,20071301,0084,20070084
1580,20071302,0085,20070085
1581,20071303,0085,20070085
1582,20071304,0085,20070085
1583,20071305,0085,20070085
1584,20071306,0085,20070085
1585,20071307,0085,20070085
1586,20071308,0084,20070084
1587,20071309,0085,20070085
1588,20071310,0085,20070085
1589,20071311,0085,20070085
1590,20071312,0085,20070085
1591,20071313,0085,20070085
1592,20071314,0085,20070085
1593,20071315,0085,20070085
1594,20071401,0084,20070084
1595,20071402,0084,20070084
1596,20071403,0084,20070084
1597,20071404,0084,20070084
1598,20071405,0084,20070084
1599,20071406,0084,20070084
1600,20071407,0084,20070084
1601,20071408,0084,20070084
1602,20071409,0084,20070084
1603,20071410,0084,20070084
1604,20071411,0084,20070084
1605,20071412,0084,20070084
1606,20071413,0084,20070084
1607,20071501,0086,20070086
1608,20071502,0086,20070086
1609,20071503,0086,20070086
1610,20071504,0086,20070086
1611,20071505,0086,20070086
1612,20071506,0086,20070086
1613,20071507,0086,20070086
1614,20071508,0086,20070086
1615,20071509,0086,20070086
1616,20071510,0086,20070086
1617,20071511,0086,20070086
1618,20071601,0086,20070086
1619,20071602,0086,20070086
1620,20071603,0086,20070086
1621,20071604,0086,20070086
1622,20071605,0086,20070086
1623,20071606,0086,20070086
1624,20071607,0086,20070086
1625,20071608,0086,20070086
1626,20071609,0086,20070086
1627,20071701,0086,20070086
1628,20071702,0086,20070086
1629,20071703,0086,20070086
1630,20071704,0086,20070086
1631,20071705,0086,20070086
1632,20071706,0086,20070086
1633,20071707,0086,20070086
1634,20071708,0086,20070086
1635,20071709,0086,20070086
1636,20071710,0086,20070086
1637,20071711,0086,20070086
1638,20071801,0086,20070086
1639,20071802,0086,20070086
1640,20071803,0086,20070086
1641,20071804,0086,20070086
1642,20071805,0086,20070086
1643,20071806,0086,20070086
1644,20071807,0086,20070086
1645,20071808,0086,20070086
1646,20071809,0086,20070086
1647,20071810,0086,20070086
1648,20071811,0086,20070086
1649,20071901,0086,20070086
1650,20071902,0086,20070086
1651,20071903,0086,20070086
1652,20071904,0086,20070086
1653,20071905,0086,20070086
1654,20071906,0086,20070086
1655,20072001,0077,20070077
1656,20072002,0078,20070078
1657,20072003,0078,20070078
1658,20072004,0078,20070078
1659,20072005,0078,20070078
1660,20072006,0077,20070077
1661,20072007,0077,20070077
1662,20072008,0078,20070078
1663,20072009,0078,20070078
1664,20072010,0078,20070078
1665,20072011,0078,20070078
1666,20072012,0077,20070077
1667,20072013,0078,20070078
1668,20072101,0075,20070075
1669,20072102,0075,20070075
1670,20072103,0075,20070075
1671,20072104,0075,20070075
1672,20072105,0075,20070075
1673,20072106,0075,20070075
1674,20072107,0075,20070075
1675,20072108,0075,20070075
1676,20072109,0078,20070078
1677,20072110,0078,20070078
1678,20072111,0078,20070078
1679,20072112,0078,20070078
1680,20072201,0076,20070076
1681,20072202,0076,20070076
1682,20072203,0076,20070076
1683,20072204,0076,20070076
1684,20072205,0076,20070076
1685,20072206,0076,20070076
1686,20072207,0076,20070076
1687,20072208,0076,20070076
1688,20072209,0076,20070076
1689,20072210,0076,20070076
1690,20072211,0076,20070076
1691,20072212,0076,20070076
1692,20072213,0076,20070076
1693,20072301,0076,20070076
1694,20072302,0076,20070076
1695,20072303,0076,20070076
1696,20072304,0076,20070076
1697,20072305,0076,20070076
1698,20072306,0076,20070076
1699,20072307,0076,20070076
1700,20072308,0076,20070076
1701,20072309,0076,20070076
1702,20072401,0077,20070077
1703,20072402,0077,20070077
1704,20072403,0077,20070077
1705,20072404,0077,20070077
1706,20072405,0077,20070077
1707,20072406,0077,20070077
1708,20072407,0077,20070077
1709,20072408,0077,20070077
1710,20072409,0077,20070077
1711,20072410,0077,20070077
1712,20072411,0077,20070077
1713,20080101,0090,20080090
1714,20080102,0090,20080090
1715,20080103,0090,20080090
1716,20080104,0090,20080090
1717,20080105,0090,20080090
1718,20080106,0090,20080090
1719,20080107,0090,20080090
1720,20080108,0090,20080090
1721,20080109,0090,20080090
1722,20080110,0090,20080090
1723,20080111,0090,20080090
1724,20080112,0090,20080090
1725,20080201,0090,20080090
1726,20080202,0090,20080090
1727,20080203,0090,20080090
1728,20080204,0090,20080090
1729,20080205,0090,20080090
1730,20080206,0090,20080090
1731,20080207,0090,20080090
1732,20080208,0090,20080090
1733,20080209,0090,20080090
1734,20080210,0090,20080090
1735,20080301,0090,20080090
1736,20080302,0090,20080090
1737,20080303,0090,20080090
1738,20080304,0090,20080090
1739,20080305,0090,20080090
1740,20080306,0090,20080090
1741,20080307,0090,20080090
1742,20080308,0090,20080090
1743,20080309,0090,20080090
1744,20080310,0090,20080090
1745,20080401,0090,20080090
1746,20080402,0090,20080090
1747,20080403,0090,20080090
1748,20080404,0090,20080090
1749,20080405,0090,20080090
1750,20080406,0090,20080090
1751,20080407,0090,20080090
1752,20080408,0090,20080090
1753,20080409,0090,20080090
1754,20080410,0090,20080090
1755,20080411,0090,20080090
1756,20080501,0090,20080090
1757,20080502,0090,20080090
1758,20080503,0090,20080090
1759,20080504,0090,20080090
1760,20080505,0090,20080090
1761,20080506,0090,20080090
1762,20080507,0090,20080090
1763,20080508,0090,20080090
1764,20080509,0090,20080090
1765,20080510,0090,20080090
1766,20080511,0090,20080090
1767,20080601,0089,20080089
1768,20080602,0089,20080089
1769,20080603,0089,20080089
1770,20080604,0089,20080089
1771,20080605,0089,20080089
1772,20080606,0089,20080089
1773,20080607,0089,20080089
1774,20080608,0089,20080089
1775,20080609,0089,20080089
1776,20080610,0089,20080089
1777,20080611,0089,20080089
1778,20080701,0089,20080089
1779,20080702,0089,20080089
1780,20080703,0089,20080089
1781,20080704,0089,20080089
1782,20080705,0089,20080089
1783,20080706,0089,20080089
1784,20080707,0089,20080089
1785,20080708,0089,20080089
1786,20080709,0089,20080089
1787,20080710,0089,20080089
1788,20080711,0089,20080089
1789,20080712,0089,20080089
1790,20080713,0089,20080089
1791,20080714,0089,20080089
1792,20080801,0089,20080089
1793,20080802,0089,20080089
1794,20080803,0089,20080089
1795,20080804,0089,20080089
1796,20080805,0089,20080089
1797,20080806,0089,20080089
1798,20080807,0089,20080089
1799,20080808,0089,20080089
1800,20080809,0089,20080089
1801,20080810,0089,20080089
1802,20080811,0089,20080089
1803,20080901,0088,20080088
1804,20080902,0088,20080088
1805,20080903,0088,20080088
1806,20080904,0088,20080088
1807,20080905,0088,20080088
1808,20080906,0088,20080088
1809,20080907,0088,20080088
1810,20080908,0088,20080088
1811,20080909,0088,20080088
1812,20081001,0089,20080089
1813,20081002,0089,20080089
1814,20081003,0089,20080089
1815,20081004,0089,20080089
1816,20081005,0089,20080089
1817,20081006,0089,20080089
1818,20081007,0089,20080089
1819,20081008,0089,20080089
1820,20081101,0089,20080089
1821,20081102,0089,20080089
1822,20081103,0089,20080089
1823,20081104,0089,20080089
1824,20081105,0089,20080089
1825,20081201,0088,20080088
1826,20081202,0088,20080088
1827,20081203,0088,20080088
1828,20081204,0088,20080088
1829,20081205,0088,20080088
1830,20081206,0088,20080088
1831,20081207,0088,20080088
1832,20081301,0087,20080087
1833,20081302,0087,20080087
1834,20081303,0087,20080087
1835,20081304,0087,20080087
1836,20081305,0087,20080087
1837,20081306,0087,20080087
1838,20081307,0087,20080087
1839,20081308,0087,20080087
1840,20081401,0087,20080087
1841,20081402,0087,20080087
1842,20081403,0087,20080087
1843,20081404,0087,20080087
1844,20081405,0087,20080087
1845,20081406,0087,20080087
1846,20081407,0087,20080087
1847,20081408,0087,20080087
1848,20081409,0087,20080087
1849,20081410,0087,20080087
1850,20081501,0087,20080087
1851,20081502,0087,20080087
1852,20081503,0087,20080087
1853,20081504,0087,20080087
1854,20081505,0087,20080087
1855,20081506,0087,20080087
1856,20081507,0087,20080087
1857,20081508,0087,20080087
1858,20081509,0087,20080087
1859,20081510,0087,20080087
1860,20081601,0087,20080087
1861,20081602,0087,20080087
1862,20081603,0087,20080087
1863,20081604,0087,20080087
1864,20081605,0087,20080087
1865,20081606,0087,20080087
1866,20081607,0087,20080087
1867,20081608,0087,20080087
1868,20081609,0087,20080087
1869,20081610,0087,20080087
1870,20081701,0087,20080087
1871,20081702,0087,20080087
1872,20081703,0087,20080087
1873,20081704,0087,20080087
1874,20081705,0087,20080087
1875,20090101,0101,20090101
1876,20090102,0101,20090101
1877,20090103,0100,20090100
1878,20090104,0100,20090100
1879,20090105,0101,20090101
1880,20090106,0101,20090101
1881,20090107,0101,20090101
1882,20090108,0101,20090101
1883,20090109,0101,20090101
1884,20090201,0101,20090101
1885,20090202,0100,20090100
1886,20090203,0100,20090100
1887,20090204,0100,20090100
1888,20090205,0100,20090100
1889,20090206,0100,20090100
1890,20090207,0100,20090100
1891,20090208,0100,20090100
1892,20090209,0100,20090100
1893,20090210,0100,20090100
1894,20090211,0101,20090101
1895,20090212,0099,20090099
1896,20090301,0101,20090101
1897,20090302,0101,20090101
1898,20090303,0101,20090101
1899,20090304,0101,20090101
1900,20090305,0101,20090101
1901,20090306,0101,20090101
1902,20090307,0101,20090101
1903,20090308,0101,20090101
1904,20090309,0101,20090101
1905,20090310,0101,20090101
1906,20090311,0101,20090101
1907,20090312,0101,20090101
1908,20090313,0101,20090101
1909,20090401,0101,20090101
1910,20090402,0101,20090101
1911,20090403,0101,20090101
1912,20090404,0099,20090099
1913,20090405,0099,20090099
1914,20090406,0099,20090099
1915,20090407,0099,20090099
1916,20090408,0099,20090099
1917,20090409,0099,20090099
1918,20090410,0099,20090099
1919,20090411,0099,20090099
1920,20090501,0099,20090099
1921,20090502,0099,20090099
1922,20090503,0099,20090099
1923,20090504,0099,20090099
1924,20090505,0099,20090099
1925,20090506,0100,20090100
1926,20090507,0100,20090100
1927,20090508,0100,20090100
1928,20090509,0100,20090100
1929,20090510,0100,20090100
1930,20090511,0100,20090100
1931,20090601,0095,20090095
1932,20090602,0095,20090095
1933,20090603,0095,20090095
1934,20090604,0095,20090095
1935,20090605,0095,20090095
1936,20090606,0095,20090095
1937,20090607,0095,20090095
1938,20090608,0095,20090095
1939,20090609,0095,20090095
1940,20090610,0095,20090095
1941,20090611,0095,20090095
1942,20090612,0095,20090095
1943,20090701,0098,20090098
1944,20090702,0098,20090098
1945,20090703,0098,20090098
1946,20090704,0098,20090098
1947,20090705,0098,20090098
1948,20090706,0098,20090098
1949,20090707,0098,20090098
1950,20090708,0098,20090098
1951,20090709,0098,20090098
1952,20090710,0098,20090098
1953,20090711,0098,20090098
1954,20090712,0098,20090098
1955,20090713,0098,20090098
1956,20090714,0098,20090098
1957,20090801,0098,20090098
1958,20090802,0098,20090098
1959,20090803,0098,20090098
1960,20090804,0098,20090098
1961,20090805,0098,20090098
1962,20090806,0098,20090098
1963,20090807,0098,20090098
1964,20090808,0098,20090098
1965,20090809,0098,20090098
1966,20090810,0098,20090098
1967,20090811,0098,20090098
1968,20090812,0098,20090098
1969,20090813,0097,20090097
1970,20090901,0095,20090095
1971,20090902,0095,20090095
1972,20090903,0095,20090095
1973,20090904,0095,20090095
1974,20090905,0095,20090095
1975,20090906,0095,20090095
1976,20090907,0095,20090095
1977,20090908,0095,20090095
1978,20090909,0096,20090096
1979,20090910,0095,20090095
1980,20090911,0095,20090095
1981,20090912,0096,20090096
1982,20090913,0096,20090096
1983,20090914,0096,20090096
1984,20091001,0094,20090094
1985,20091002,0094,20090094
1986,20091003,0094,20090094
1987,20091004,0094,20090094
1988,20091005,0094,20090094
1989,20091006,0094,20090094
1990,20091007,0094,20090094
1991,20091008,0094,20090094
1992,20091009,0094,20090094
1993,20091010,0094,20090094
1994,20091011,0094,20090094
1995,20091012,0094,20090094
1996,20091101,0092,20090092
1997,20091102,0092,20090092
1998,20091103,0092,20090092
1999,20091104,0092,20090092
2000,20091105,0092,20090092
2001,20091106,0092,20090092
2002,20091107,0092,20090092
2003,20091108,0092,20090092
2004,20091109,0092,20090092
2005,20091110,0092,20090092
2006,20091111,0092,20090092
2007,20091112,0092,20090092
2008,20091201,0094,20090094
2009,20091202,0093,20090093
2010,20091203,0094,20090094
2011,20091204,0094,20090094
2012,20091205,0094,20090094
2013,20091206,0093,20090093
2014,20091207,0093,20090093
2015,20091208,0093,20090093
2016,20091209,0093,20090093
2017,20091210,0093,20090093
2018,20091211,0093,20090093
2019,20091212,0093,20090093
2020,20091301,0092,20090092
2021,20091302,0092,20090092
2022,20091303,0092,20090092
2023,20091304,0092,20090092
2024,20091305,0091,20090091
2025,20091306,0091,20090091
2026,20091307,0091,20090091
2027,20091401,0093,20090093
2028,20091402,0093,20090093
2029,20091403,0091,20090091
2030,20091404,0091,20090091
2031,20091405,0091,20090091
2032,20091406,0091,20090091
2033,20091407,0091,20090091
2034,20091408,0091,20090091
2035,20091409,0091,20090091
2036,20091410,0091,20090091
2037,20091501,0096,20090096
2038,20091502,0096,20090096
2039,20091503,0096,20090096
2040,20091504,0096,20090096
2041,20091505,0096,20090096
2042,20091506,0096,20090096
2043,20091507,0096,20090096
2044,20091508,0096,20090096
2045,20091509,0096,20090096
2046,20091510,0096,20090096
2047,20091511,0096,20090096
2048,20091601,0097,20090097
2049,20091602,0097,20090097
2050,20091603,0097,20090097
2051,20091604,0097,20090097
2052,20091605,0097,20090097
2053,20091606,0097,20090097
2054,20091607,0097,20090097
2055,20091608,0097,20090097
2056,20091609,0097,20090097
2057,20091610,0097,20090097
2058,20091611,0097,20090097
2059,20091612,0097,20090097
2060,20091613,0097,20090097
2061,20100101,0103,20100103
2062,20100102,0103,20100103
2063,20100103,0103,20100103
2064,20100104,0103,20100103
2065,20100105,0103,20100103
