,RADIO,circuito,RADIO.CIRCUITO
3064,20140504,0148,20140148
3065,20140505,0148,20140148
3066,20140506,0148,20140148
3067,20140507,0148,20140148
3068,20140508,0155,20140155
3069,20140509,0148,20140148
3070,20140510,0148,20140148
3071,20140601,0155,20140155
3072,20140602,0155,20140155
3073,20140603,0155,20140155
3074,20140604,0155,20140155
3075,20140605,0155,20140155
3076,20140606,0155,20140155
3077,20140607,0155,20140155
3078,20140608,0155,20140155
3079,20140609,0155,20140155
3080,20140610,0155,20140155
3081,20140701,0155,20140155
3082,20140702,0155,20140155
3083,20140703,0155,20140155
3084,20140704,0155,20140155
3085,20140705,0155,20140155
3086,20140706,0155,20140155
3087,20140707,0155,20140155
3088,20140708,0155,20140155
3089,20140709,0155,20140155
3090,20140801,0155,20140155
3091,20140802,0155,20140155
3092,20140803,0155,20140155
3093,20140804,0155,20140155
3094,20140805,0155,20140155
3095,20140806,0155,20140155
3096,20140807,0155,20140155
3097,20140808,0155,20140155
3098,20140809,0155,20140155
3099,20140901,0149,20140149
3100,20140902,0149,20140149
3101,20140903,0149,20140149
3102,20140904,0149,20140149
3103,20140905,0149,20140149
3104,20140906,0149,20140149
3105,20140907,0149,20140149
3106,20140908,0149,20140149
3107,20140909,0149,20140149
3108,20140910,0149,20140149
3109,20140911,0149,20140149
3110,20140912,0151,20140151
3111,20140913,0149,20140149
3112,20141001,0149,20140149
3113,20141101,0151,20140151
3114,20141102,0151,20140151
3115,20141103,0151,20140151
3116,20141104,0151,20140151
3117,20141105,0151,20140151
3118,20141106,0151,20140151
3119,20141107,0151,20140151
3120,20141108,0151,20140151
3121,20141109,0151,20140151
3122,20141110,0151,20140151
3123,20141111,0151,20140151
3124,20141112,0151,20140151
3125,20141113,0151,20140151
3126,20141114,0151,20140151
3127,20141201,0154,20140154
3128,20141202,0154,20140154
3129,20141203,0154,20140154
3130,20141204,0154,20140154
3131,20141205,0154,20140154
3132,20141206,0154,20140154
3133,20141207,0154,20140154
3134,20141208,0154,20140154
3135,20141209,0154,20140154
3136,20141210,0154,20140154
3137,20141211,0154,20140154
3138,20141301,0156,20140156
3139,20141302,0156,20140156
3140,20141303,0154,20140154
3141,20141304,0156,20140156
3142,20141305,0156,20140156
3143,20141306,0156,20140156
3144,20141307,0156,20140156
3145,20141308,0156,20140156
3146,20141309,0156,20140156
3147,20141310,0156,20140156
3148,20141311,0156,20140156
3149,20141312,0156,20140156
3150,20141401,0154,20140154
3151,20141402,0154,20140154
3152,20141403,0154,20140154
3153,20141404,0154,20140154
3154,20141405,0156,20140156
3155,20141406,0156,20140156
3156,20141407,0156,20140156
3157,20141408,0154,20140154
3158,20141409,0154,20140154
3159,20141410,0154,20140154
3160,20141411,0153,20140153
3161,20141501,0154,20140154
3162,20141502,0154,20140154
3163,20141503,0154,20140154
3164,20141504,0154,20140154
3165,20141505,0154,20140154
3166,20141506,0154,20140154
3167,20141507,0154,20140154
3168,20141508,0154,20140154
3169,20141601,0151,20140151
3170,20141602,0151,20140151
3171,20141603,0151,20140151
3172,20141604,0151,20140151
3173,20141605,0151,20140151
3174,20141606,0151,20140151
3175,20141607,0151,20140151
3176,20141701,0151,20140151
3177,20141702,0151,20140151
3178,20141703,0151,20140151
3179,20141704,0151,20140151
3180,20141705,0151,20140151
3181,20141706,0151,20140151
3182,20141707,0151,20140151
3183,20141708,0151,20140151
3184,20141801,0151,20140151
3185,20141802,0151,20140151
3186,20141803,0151,20140151
3187,20141804,0151,20140151
3188,20141805,0151,20140151
3189,20141806,0152,20140152
3190,20141807,0152,20140152
3191,20141808,0152,20140152
3192,20141901,0154,20140154
3193,20141902,0154,20140154
3194,20141903,0154,20140154
3195,20141904,0154,20140154
3196,20141905,0154,20140154
3197,20142001,0154,20140154
3198,20142002,0154,20140154
3199,20142003,0154,20140154
3200,20142004,0153,20140153
3201,20142005,0153,20140153
3202,20142006,0153,20140153
3203,20142007,0153,20140153
3204,20142101,0156,20140156
3205,20142102,0156,20140156
3206,20142103,0156,20140156
3207,20142104,0156,20140156
3208,20142105,0156,20140156
3209,20142106,0156,20140156
3210,20142107,0154,20140154
3211,20142108,0156,20140156
3212,20142109,0157,20140157
3213,20142110,0157,20140157
3214,20142111,0156,20140156
3215,20142201,0157,20140157
3216,20142202,0157,20140157
3217,20142203,0157,20140157
3218,20142204,0157,20140157
3219,20142205,0157,20140157
3220,20142206,0157,20140157
3221,20142207,0157,20140157
3222,20142208,0157,20140157
3223,20142209,0157,20140157
3224,20142210,0157,20140157
3225,20142301,0157,20140157
3226,20142302,0157,20140157
3227,20142303,0157,20140157
3228,20142304,0157,20140157
3229,20142305,0157,20140157
3230,20142306,0157,20140157
3231,20142307,0157,20140157
3232,20142308,0157,20140157
3233,20142309,0157,20140157
3234,20142310,0157,20140157
3235,20142311,0157,20140157
3236,20142401,0153,20140153
3237,20142402,0153,20140153
3238,20142403,0153,20140153
3239,20142404,0153,20140153
3240,20142405,0153,20140153
3241,20142406,0153,20140153
3242,20142407,0153,20140153
3243,20142408,0153,20140153
3244,20142409,0153,20140153
3245,20142501,0153,20140153
3246,20142502,0153,20140153
3247,20142503,0153,20140153
3248,20142504,0153,20140153
3249,20142505,0153,20140153
3250,20142506,0153,20140153
3251,20142507,0153,20140153
3252,20142508,0153,20140153
3253,20142509,0153,20140153
3254,20142601,0153,20140153
3255,20142602,0153,20140153
3256,20142603,0153,20140153
3257,20142604,0153,20140153
3258,20142605,0153,20140153
3259,20142606,0153,20140153
3260,20142607,0153,20140153
3261,20142701,0153,20140153
3262,20142702,0153,20140153
3263,20142703,0153,20140153
3264,20142704,0153,20140153
3265,20142705,0153,20140153
3266,20142706,0153,20140153
3267,20142707,0153,20140153
3268,20142801,0152,20140152
3269,20142802,0152,20140152
3270,20142803,0152,20140152
3271,20142804,0152,20140152
3272,20142805,0152,20140152
3273,20142806,0152,20140152
3274,20142807,0152,20140152
3275,20142808,0152,20140152
3276,20142809,0152,20140152
3277,20142810,0152,20140152
3278,20142811,0152,20140152
3279,20142812,0152,20140152
3280,20142901,0152,20140152
3281,20142902,0152,20140152
3282,20142903,0152,20140152
3283,20142904,0152,20140152
3284,20142905,0152,20140152
3285,20142906,0152,20140152
3286,20142907,0152,20140152
3287,20142908,0152,20140152
3288,20142909,0152,20140152
3289,20142910,0152,20140152
3290,20142911,0152,20140152
3291,20143001,0152,20140152
3292,20143002,0152,20140152
3293,20143003,0152,20140152
3294,20143004,0152,20140152
3295,20143005,0152,20140152
3296,20143006,0150,20140150
3297,20143007,0150,20140150
3298,20143008,0150,20140150
3299,20143009,0150,20140150
3300,20143101,0150,20140150
3301,20143102,0150,20140150
3302,20143103,0150,20140150
3303,20143104,0150,20140150
3304,20143105,0150,20140150
3305,20143106,0150,20140150
3306,20143107,0150,20140150
3307,20143108,0150,20140150
3308,20143109,0150,20140150
3309,20143110,0150,20140150
3310,20143111,0150,20140150
3311,20143112,0150,20140150
3312,20150101,0167,20150167
3313,20150102,0167,20150167
3314,20150103,0167,20150167
3315,20150104,0167,20150167
3316,20150105,0167,20150167
3317,20150106,0167,20150167
3318,20150107,0167,20150167
3319,20150108,0167,20150167
3320,20150109,0167,20150167
3321,20150110,0167,20150167
3322,20150111,0167,20150167
3323,20150112,0167,20150167
3324,20150201,0166,20150166
3325,20150202,0166,20150166
3326,20150203,0166,20150166
3327,20150204,0166,20150166
3328,20150205,0166,20150166
3329,20150206,0166,20150166
3330,20150207,0166,20150166
3331,20150208,0166,20150166
3332,20150209,0166,20150166
3333,20150210,0166,20150166
3334,20150301,0165,20150165
3335,20150302,0165,20150165
3336,20150303,0165,20150165
3337,20150304,0165,20150165
3338,20150305,0165,20150165
3339,20150306,0165,20150165
3340,20150307,0165,20150165
3341,20150308,0165,20150165
3342,20150309,0165,20150165
3343,20150310,0165,20150165
3344,20150311,0165,20150165
3345,20150312,0165,20150165
3346,20150313,0165,20150165
3347,20150401,0165,20150165
3348,20150402,0165,20150165
3349,20150403,0165,20150165
3350,20150404,0165,20150165
3351,20150405,0165,20150165
3352,20150406,0165,20150165
3353,20150407,0165,20150165
3354,20150408,0165,20150165
3355,20150409,0165,20150165
3356,20150410,0165,20150165
3357,20150411,0165,20150165
3358,20150412,0165,20150165
3359,20150413,0165,20150165
3360,20150414,0165,20150165
3361,20150501,0166,20150166
3362,20150502,0166,20150166
3363,20150503,0166,20150166
3364,20150504,0166,20150166
3365,20150505,0166,20150166
3366,20150506,0166,20150166
3367,20150507,0166,20150166
3368,20150508,0166,20150166
3369,20150509,0166,20150166
3370,20150510,0166,20150166
3371,20150511,0166,20150166
3372,20150512,0166,20150166
3373,20150513,0166,20150166
3374,20150514,0166,20150166
3375,20150601,0167,20150167
3376,20150602,0167,20150167
3377,20150603,0167,20150167
3378,20150604,0167,20150167
3379,20150605,0167,20150167
3380,20150606,0167,20150167
3381,20150607,0167,20150167
3382,20150701,0162,20150162
3383,20150702,0162,20150162
3384,20150703,0162,20150162
3385,20150704,0162,20150162
3386,20150705,0162,20150162
3387,20150706,0162,20150162
3388,20150707,0162,20150162
3389,20150708,0162,20150162
3390,20150709,0162,20150162
3391,20150710,0162,20150162
3392,20150711,0162,20150162
3393,20150712,0162,20150162
3394,20150801,0162,20150162
3395,20150802,0162,20150162
3396,20150803,0162,20150162
3397,20150804,0162,20150162
3398,20150805,0162,20150162
3399,20150806,0162,20150162
3400,20150807,0162,20150162
3401,20150808,0162,20150162
3402,20150809,0162,20150162
3403,20150810,0162,20150162
3404,20150901,0164,20150164
3405,20150902,0164,20150164
3406,20150903,0163,20150163
3407,20150904,0163,20150163
3408,20150905,0163,20150163
3409,20150906,0163,20150163
3410,20150907,0163,20150163
3411,20150908,0164,20150164
3412,20151001,0164,20150164
3413,20151002,0164,20150164
3414,20151003,0164,20150164
3415,20151004,0164,20150164
3416,20151005,0164,20150164
3417,20151006,0164,20150164
3418,20151007,0164,20150164
3419,20151008,0164,20150164
3420,20151009,0164,20150164
3421,20151010,0164,20150164
3422,20151011,0164,20150164
3423,20151012,0164,20150164
3424,20151013,0164,20150164
3425,20151101,0163,20150163
3426,20151102,0163,20150163
3427,20151103,0163,20150163
3428,20151104,0163,20150163
3429,20151105,0163,20150163
3430,20151106,0163,20150163
3431,20151107,0163,20150163
3432,20151108,0163,20150163
3433,20151109,0163,20150163
3434,20151110,0163,20150163
3435,20151111,0163,20150163
3436,20151112,0163,20150163
3437,20151113,0163,20150163
3438,20151201,0159,20150159
3439,20151202,0159,20150159
3440,20151203,0159,20150159
3441,20151204,0159,20150159
3442,20151205,0159,20150159
3443,20151206,0159,20150159
3444,20151207,0159,20150159
3445,20151208,0159,20150159
3446,20151209,0159,20150159
3447,20151301,0159,20150159
3448,20151302,0159,20150159
3449,20151303,0159,20150159
3450,20151304,0159,20150159
3451,20151305,0159,20150159
3452,20151306,0159,20150159
3453,20151307,0159,20150159
3454,20151308,0159,20150159
3455,20151309,0159,20150159
3456,20151310,0159,20150159
3457,20151401,0160,20150160
3458,20151402,0160,20150160
3459,20151403,0160,20150160
3460,20151404,0160,20150160
3461,20151405,0160,20150160
3462,20151406,0160,20150160
3463,20151407,0160,20150160
3464,20151408,0160,20150160
3465,20151409,0160,20150160
3466,20151410,0160,20150160
3467,20151411,0161,20150161
3468,20151501,0160,20150160
3469,20151502,0160,20150160
3470,20151503,0160,20150160
3471,20151504,0160,20150160
3472,20151505,0160,20150160
3473,20151506,0161,20150161
3474,20151507,0161,20150161
3475,20151508,0161,20150161
3476,20151509,0161,20150161
3477,20151510,0161,20150161
3478,20151601,0161,20150161
3479,20151602,0161,20150161
3480,20151603,0161,20150161
3481,20151604,0161,20150161
3482,20151605,0161,20150161
3483,20151606,0161,20150161
3484,20151607,0161,20150161
3485,20151608,0161,20150161
3486,20151609,0161,20150161
3487,20151610,0161,20150161
3488,20151611,0161,20150161
3489,20151701,0160,20150160
3490,20151702,0160,20150160
3491,20151703,0161,20150161
3492,20151704,0161,20150161
3493,20151705,0161,20150161
3494,20151706,0161,20150161
3495,20151707,0161,20150161
3496,20151708,0161,20150161
3497,20151709,0161,20150161
3498,20151710,0161,20150161
3499,20151711,0161,20150161
3500,20151712,0161,20150161
3501,20151801,0160,20150160
3502,20151802,0160,20150160
3503,20151803,0160,20150160
3504,20151804,0160,20150160
3505,20151805,0160,20150160
3506,20151806,0160,20150160
3507,20151807,0160,20150160
3508,20151808,0160,20150160
3509,20151809,0160,20150160
3510,20151810,0160,20150160
3511,20151811,0160,20150160
3512,20151812,0160,20150160
3513,20151813,0160,20150160
3514,20151901,0160,20150160
3515,20151902,0158,20150158
3516,20151903,0158,20150158
3517,20151904,0158,20150158
3518,20151905,0158,20150158
3519,20151906,0160,20150160
3520,20151907,0160,20150160
3521,20151908,0160,20150160
3522,20151909,0160,20150160
3523,20151910,0158,20150158
3524,20151911,0158,20150158
3525,20152001,0158,20150158
3526,20152002,0158,20150158
3527,20152003,0158,20150158
3528,20152004,0158,20150158
3529,20152005,0158,20150158
3530,20152006,0158,20150158
3531,20152007,0158,20150158
3532,20152008,0158,20150158
3533,20152009,0158,20150158
3534,20152010,0158,20150158
3535,20152011,0158,20150158
3536,20152012,0158,20150158
3537,20152101,0158,20150158
3538,20152102,0158,20150158
3539,20152103,0158,20150158
3540,20152104,0158,20150158
3541,20152105,0158,20150158
3542,20152106,0158,20150158
3543,20152107,0158,20150158
3544,20152108,0158,20150158
3545,20152109,0158,20150158
3546,20152110,0158,20150158
3547,20152111,0158,20150158
3548,20152112,0158,20150158
3549,20152113,0158,20150158
