,RADIO,geometry,departamen,circuito,RADIO.CIRCUITO
327,020012908,POINT (-58.38724008829176 -34.63170685646681),Comuna 1,0019,020010019
328,020012909,POINT (-58.386110820238784 -34.63145791654142),Comuna 1,0019,020010019
329,020020101,POINT (-58.38277826114273 -34.57472057699143),Comuna 2,0020,020020020
330,020020102,POINT (-58.39616241301519 -34.575427347279835),Comuna 2,0020,020020020
331,020020201,POINT (-58.39985853023362 -34.58436771564827),Comuna 2,0020,020020020
332,020020202,POINT (-58.39807302998253 -34.582494590364796),Comuna 2,0020,020020020
333,020020203,POINT (-58.39277389042985 -34.58319314051193),Comuna 2,0020,020020020
334,020020204,POINT (-58.397342535938826 -34.58589070566442),Comuna 2,0020,020020020
335,020020205,POINT (-58.39802334734641 -34.58637171369459),Comuna 2,0020,020020020
336,020020206,POINT (-58.39642770911145 -34.5861950653921),Comuna 2,0020,020020020
337,020020207,POINT (-58.39616117928772 -34.58672213557383),Comuna 2,0020,020020020
338,020020208,POINT (-58.39445374204473 -34.585635152033426),Comuna 2,0020,020020020
339,020020301,POINT (-58.39613770524641 -34.58770402873265),Comuna 2,0020,020020020
340,020020302,POINT (-58.39524511966155 -34.5870027654748),Comuna 2,0020,020020020
341,020020303,POINT (-58.392649025649746 -34.586919492298655),Comuna 2,0021,020020021
342,020020304,POINT (-58.395046558857764 -34.58858887966624),Comuna 2,0021,020020021
343,020020305,POINT (-58.393416940516865 -34.58973108997784),Comuna 2,0021,020020021
344,020020306,POINT (-58.3920139372649 -34.589144067327425),Comuna 2,0021,020020021
345,020020307,POINT (-58.39094094783603 -34.59004340398768),Comuna 2,0021,020020021
346,020020308,POINT (-58.39191750482625 -34.59091712737236),Comuna 2,0021,020020021
347,020020401,POINT (-58.38847491453918 -34.586048145743014),Comuna 2,0021,020020021
348,020020402,POINT (-58.38906523505784 -34.58704685041434),Comuna 2,0021,020020021
349,020020403,POINT (-58.38993125623705 -34.58651432117376),Comuna 2,0021,020020021
350,020020404,POINT (-58.39086014881877 -34.5884537210934),Comuna 2,0021,020020021
351,020020405,POINT (-58.38996048765079 -34.58916673519022),Comuna 2,0021,020020021
352,020020406,POINT (-58.389053951919294 -34.58837066574735),Comuna 2,0021,020020021
353,020020407,POINT (-58.388176212031574 -34.587582512732375),Comuna 2,0021,020020021
354,020020408,POINT (-58.387153536796546 -34.58671446175023),Comuna 2,0021,020020021
355,020020409,POINT (-58.38603240717425 -34.58734766495438),Comuna 2,0021,020020021
356,020020410,POINT (-58.384974182996714 -34.5879110749403),Comuna 2,0021,020020021
357,020020501,POINT (-58.38651257384877 -34.58863745106308),Comuna 2,0021,020020021
358,020020502,POINT (-58.38694758829036 -34.589906593376114),Comuna 2,0021,020020021
359,020020503,POINT (-58.388010114511616 -34.58914389160116),Comuna 2,0021,020020021
360,020020504,POINT (-58.38894388949817 -34.58999164693208),Comuna 2,0021,020020021
361,020020505,POINT (-58.38793084614369 -34.59081358804878),Comuna 2,0021,020020021
362,020020506,POINT (-58.388951387121146 -34.5916721021566),Comuna 2,0026,020020026
363,020020507,POINT (-58.389932697346595 -34.59086518724185),Comuna 2,0026,020020026
364,020020508,POINT (-58.39090031424321 -34.591733965281165),Comuna 2,0026,020020026
365,020020509,POINT (-58.389943551109674 -34.592494764683565),Comuna 2,0026,020020026
366,020020601,POINT (-58.38896845633885 -34.593313880326804),Comuna 2,0026,020020026
367,020020602,POINT (-58.388061550323044 -34.59375473202385),Comuna 2,0026,020020026
368,020020603,POINT (-58.387858486663475 -34.595205932689005),Comuna 2,0026,020020026
369,020020604,POINT (-58.389306474556406 -34.595163102574986),Comuna 2,0026,020020026
370,020020605,POINT (-58.3891159814925 -34.5964677492731),Comuna 2,0026,020020026
371,020020606,POINT (-58.38772923121488 -34.59641764936085),Comuna 2,0026,020020026
372,020020607,POINT (-58.38763603534045 -34.5977120355715),Comuna 2,0026,020020026
373,020020608,POINT (-58.38899791776395 -34.59779581652637),Comuna 2,0026,020020026
374,020020609,POINT (-58.388929180133374 -34.59891226637331),Comuna 2,0026,020020026
375,020020610,POINT (-58.38753602484024 -34.59882772978385),Comuna 2,0026,020020026
376,020020701,POINT (-58.39209690360957 -34.59288934578974),Comuna 2,0026,020020026
377,020020702,POINT (-58.390933727049266 -34.59354306002014),Comuna 2,0026,020020026
378,020020703,POINT (-58.391105318070416 -34.59455326252331),Comuna 2,0026,020020026
379,020020704,POINT (-58.39262863648189 -34.594401111210395),Comuna 2,0026,020020026
380,020020705,POINT (-58.392646690907554 -34.59537589869087),Comuna 2,0026,020020026
381,020020706,POINT (-58.391035329199056 -34.595409007953606),Comuna 2,0026,020020026
382,020020707,POINT (-58.39087597023682 -34.596515940509406),Comuna 2,0026,020020026
383,020020708,POINT (-58.39198124704249 -34.59806601503352),Comuna 2,0026,020020026
384,020020709,POINT (-58.390752832330264 -34.597874461403755),Comuna 2,0026,020020026
385,020020801,POINT (-58.396769625094 -34.59206083660856),Comuna 2,0025,020020025
386,020020802,POINT (-58.3958675116216 -34.59101094475115),Comuna 2,0025,020020025
387,020020803,POINT (-58.394893499355305 -34.59012127014497),Comuna 2,0025,020020025
388,020020804,POINT (-58.393930738874914 -34.590931457619014),Comuna 2,0025,020020025
389,020020805,POINT (-58.394944602319406 -34.591798960496504),Comuna 2,0025,020020025
390,020020806,POINT (-58.39600726656736 -34.592682879441455),Comuna 2,0025,020020025
391,020020807,POINT (-58.3940269877385 -34.59294699119164),Comuna 2,0025,020020025
392,020020808,POINT (-58.392888749606676 -34.59178931626527),Comuna 2,0025,020020025
448,020021601,POINT (-58.39740866242129 -34.5937187322409),Comuna 2,0025,020020025
449,020021602,POINT (-58.39641525961929 -34.59388433167359),Comuna 2,0025,020020025
450,020021603,POINT (-58.39510742602052 -34.594089716386925),Comuna 2,0025,020020025
451,020021604,POINT (-58.393782313318006 -34.594253941014784),Comuna 2,0025,020020025
452,020021605,POINT (-58.39530887293279 -34.59522623089333),Comuna 2,0025,020020025
453,020021606,POINT (-58.396632640318366 -34.595091940884004),Comuna 2,0025,020020025
454,020021607,POINT (-58.397789204321015 -34.59495291960426),Comuna 2,0025,020020025
455,020021608,POINT (-58.39393853930875 -34.595310559418856),Comuna 2,0025,020020025
393,020020901,POINT (-58.395783364466176 -34.58938200986287),Comuna 2,0024,020020024
394,020020902,POINT (-58.39731132474346 -34.58923142789888),Comuna 2,0024,020020024
395,020020903,POINT (-58.399020567951176 -34.58899073966023),Comuna 2,0024,020020024
396,020020904,POINT (-58.399501378017625 -34.590000463610984),Comuna 2,0024,020020024
397,020020905,POINT (-58.39834197266186 -34.59069087232548),Comuna 2,0024,020020024
398,020020906,POINT (-58.397384587030665 -34.59134005867556),Comuna 2,0024,020020024
399,020020907,POINT (-58.39789520805174 -34.59224119439602),Comuna 2,0024,020020024
400,020020908,POINT (-58.39902334357596 -34.59170567603976),Comuna 2,0024,020020024
401,020020909,POINT (-58.4001493582837 -34.59113167822469),Comuna 2,0024,020020024
440,020021501,POINT (-58.40071915289067 -34.592259400233836),Comuna 2,0024,020020024
441,020021502,POINT (-58.399562205777045 -34.59268859099711),Comuna 2,0024,020020024
442,020021503,POINT (-58.39846906913536 -34.593485181736334),Comuna 2,0024,020020024
443,020021504,POINT (-58.399924306854324 -34.593540434960616),Comuna 2,0024,020020024
444,020021505,POINT (-58.40109513049996 -34.59313649311151),Comuna 2,0024,020020024
445,020021506,POINT (-58.401513248053774 -34.594074290218295),Comuna 2,0024,020020024
446,020021507,POINT (-58.40031244973765 -34.59444616593146),Comuna 2,0024,020020024
447,020021508,POINT (-58.39901147992669 -34.59476637006188),Comuna 2,0024,020020024
402,020021001,POINT (-58.40195802648282 -34.58715468766179),Comuna 2,0023,020020023
403,020021002,POINT (-58.401066715833096 -34.586492617414784),Comuna 2,0023,020020023
404,020021003,POINT (-58.40012010075289 -34.585803124456916),Comuna 2,0023,020020023
405,020021004,POINT (-58.39919806952034 -34.58649612022834),Comuna 2,0023,020020023
406,020021005,POINT (-58.40005740321428 -34.587112346010734),Comuna 2,0023,020020023
407,020021006,POINT (-58.40092964123283 -34.587767946564114),Comuna 2,0023,020020023
408,020021007,POINT (-58.399838089989935 -34.58842076250564),Comuna 2,0023,020020023
409,020021008,POINT (-58.398957010170356 -34.58779022281567),Comuna 2,0023,020020023
410,020021009,POINT (-58.39819968684761 -34.58724325105403),Comuna 2,0023,020020023
423,020021301,POINT (-58.404155869884235 -34.58878551590995),Comuna 2,0023,020020023
424,020021302,POINT (-58.40301367011912 -34.587939574389885),Comuna 2,0023,020020023
425,020021303,POINT (-58.40195854114392 -34.58856849811867),Comuna 2,0023,020020023
426,020021304,POINT (-58.403125462920904 -34.58947042030065),Comuna 2,0023,020020023
427,020021305,POINT (-58.40210378017457 -34.59012528352671),Comuna 2,0023,020020023
428,020021306,POINT (-58.40076705450118 -34.58930265585249),Comuna 2,0023,020020023
429,020021307,POINT (-58.401259625550686 -34.59073689152196),Comuna 2,0023,020020023
430,020021401,POINT (-58.4025739449947 -34.59147874620989),Comuna 2,0023,020020023
431,020021402,POINT (-58.404200223817405 -34.59179695310669),Comuna 2,0023,020020023
432,020021403,POINT (-58.40336846649838 -34.5923520784975),Comuna 2,0023,020020023
433,020021404,POINT (-58.40228593981695 -34.59271365011473),Comuna 2,0023,020020023
434,020021405,POINT (-58.40272340126895 -34.59369300029879),Comuna 2,0023,020020023
435,020021406,POINT (-58.403995667854794 -34.59325450446643),Comuna 2,0023,020020023
436,020021407,POINT (-58.40512374243137 -34.592558537592296),Comuna 2,0023,020020023
495,020022201,POINT (-58.40705936972891 -34.59091631271909),Comuna 2,0023,020020023
496,020022202,POINT (-58.40619675610303 -34.590279025573196),Comuna 2,0023,020020023
497,020022203,POINT (-58.40530103794614 -34.589612413619015),Comuna 2,0023,020020023
498,020022204,POINT (-58.40429593218204 -34.59033710782712),Comuna 2,0023,020020023
499,020022205,POINT (-58.40519888878446 -34.59103887787327),Comuna 2,0023,020020023
500,020022206,POINT (-58.40612366124318 -34.59173411780228),Comuna 2,0023,020020023
411,020021101,POINT (-58.40610690922243 -34.58466975207957),Comuna 2,0022,020020022
412,020021102,POINT (-58.40525360624068 -34.583856385892894),Comuna 2,0022,020020022
413,020021103,POINT (-58.403600949376155 -34.58427422252664),Comuna 2,0022,020020022
414,020021104,POINT (-58.40475132730895 -34.58547552662447),Comuna 2,0022,020020022
415,020021105,POINT (-58.40363272205076 -34.58616488115074),Comuna 2,0022,020020022
416,020021106,POINT (-58.401959471752875 -34.585265603188546),Comuna 2,0022,020020022
417,020021201,POINT (-58.40749276644852 -34.586409996414474),Comuna 2,0022,020020022
418,020021202,POINT (-58.40678873659672 -34.58555322719117),Comuna 2,0022,020020022
419,020021203,POINT (-58.40561184743295 -34.58634358436673),Comuna 2,0022,020020022
420,020021204,POINT (-58.40649879953961 -34.58717258414069),Comuna 2,0022,020020022
421,020021205,POINT (-58.40529164961196 -34.58802850653469),Comuna 2,0022,020020022
422,020021206,POINT (-58.40426168332664 -34.587196555871145),Comuna 2,0022,020020022
501,020022301,POINT (-58.408257793622404 -34.58736831226344),Comuna 2,0022,020020022
502,020022302,POINT (-58.40739376101307 -34.58804595732434),Comuna 2,0022,020020022
503,020022303,POINT (-58.4063538485484 -34.58883408194375),Comuna 2,0022,020020022
504,020022304,POINT (-58.40719924148997 -34.58951356472206),Comuna 2,0022,020020022
505,020022305,POINT (-58.40815245226366 -34.58877368249899),Comuna 2,0022,020020022
506,020022306,POINT (-58.40890316802199 -34.588176303978905),Comuna 2,0022,020020022
507,020022307,POINT (-58.40946619897327 -34.58888775066226),Comuna 2,0022,020020022
508,020022308,POINT (-58.408814391391985 -34.5894146911706),Comuna 2,0022,020020022
509,020022309,POINT (-58.40797425790843 -34.5901124313381),Comuna 2,0022,020020022
437,020021408,POINT (-58.40615777775669 -34.59341326721837),Comuna 2,0028,020020028
438,020021409,POINT (-58.40476348434955 -34.59424803896453),Comuna 2,0028,020020028
439,020021410,POINT (-58.40323574563811 -34.59491933794717),Comuna 2,0028,020020028
473,020021901,POINT (-58.405884777641184 -34.595013246573785),Comuna 2,0028,020020028
474,020021902,POINT (-58.40488401639696 -34.59544216513855),Comuna 2,0028,020020028
475,020021903,POINT (-58.40368867817824 -34.595925074246665),Comuna 2,0028,020020028
476,020021904,POINT (-58.404092933320364 -34.59685422616417),Comuna 2,0028,020020028
477,020021905,POINT (-58.40563375183039 -34.59642642860934),Comuna 2,0028,020020028
478,020021906,POINT (-58.406718429125554 -34.596219627545075),Comuna 2,0028,020020028
479,020021907,POINT (-58.40669889880676 -34.59751057840543),Comuna 2,0028,020020028
480,020021908,POINT (-58.40444433761361 -34.59776917922982),Comuna 2,0028,020020028
481,020022001,POINT (-58.40999913898739 -34.59479366345148),Comuna 2,0028,020020028
482,020022002,POINT (-58.408752096206186 -34.595329867929465),Comuna 2,0028,020020028
483,020022003,POINT (-58.407580787724754 -34.5957963945428),Comuna 2,0028,020020028
484,020022004,POINT (-58.40837511143354 -34.59722826769286),Comuna 2,0028,020020028
485,020022005,POINT (-58.40934436010254 -34.596424068149275),Comuna 2,0028,020020028
486,020022006,POINT (-58.41061216580649 -34.59599750486947),Comuna 2,0028,020020028
487,020022007,POINT (-58.41108034698465 -34.59732459904279),Comuna 2,0028,020020028
488,020022008,POINT (-58.40970154688284 -34.59748123536181),Comuna 2,0028,020020028
489,020022101,POINT (-58.40805162136278 -34.59168831991649),Comuna 2,0028,020020028
490,020022102,POINT (-58.407213551701126 -34.59267785369259),Comuna 2,0028,020020028
491,020022103,POINT (-58.40880956277062 -34.59248684067055),Comuna 2,0028,020020028
492,020022104,POINT (-58.40934616699219 -34.59360476072392),Comuna 2,0028,020020028
493,020022105,POINT (-58.40812910903825 -34.59401533866982),Comuna 2,0028,020020028
494,020022106,POINT (-58.406990984008004 -34.5945235792976),Comuna 2,0028,020020028
456,020021701,POINT (-58.39808259903633 -34.59632642003229),Comuna 2,0027,020020027
457,020021702,POINT (-58.39679429906541 -34.59647439519705),Comuna 2,0027,020020027
458,020021703,POINT (-58.39543173562252 -34.596525953374716),Comuna 2,0027,020020027
459,020021704,POINT (-58.394010632506415 -34.596560426901576),Comuna 2,0027,020020027
460,020021705,POINT (-58.39388652979989 -34.59797361869568),Comuna 2,0027,020020027
461,020021706,POINT (-58.395324575357826 -34.59799614097674),Comuna 2,0027,020020027
462,020021707,POINT (-58.39671128275357 -34.59795486961195),Comuna 2,0027,020020027
463,020021708,POINT (-58.39656704912644 -34.59917557792293),Comuna 2,0027,020020027
464,020021709,POINT (-58.3944363089577 -34.5991910147696),Comuna 2,0027,020020027
465,020021801,POINT (-58.40196632298423 -34.595357007580894),Comuna 2,0027,020020027
466,020021802,POINT (-58.40067309303986 -34.59576030102413),Comuna 2,0027,020020027
467,020021803,POINT (-58.39934826196425 -34.59611250433621),Comuna 2,0027,020020027
468,020021804,POINT (-58.3994449847047 -34.59819939349696),Comuna 2,0027,020020027
469,020021805,POINT (-58.40234351353507 -34.596431186699405),Comuna 2,0027,020020027
470,020021806,POINT (-58.40262510352565 -34.59721152362357),Comuna 2,0027,020020027
471,020021807,POINT (-58.40290253899526 -34.598225911875076),Comuna 2,0027,020020027
472,020021808,POINT (-58.40159975157876 -34.598632636519966),Comuna 2,0027,020020027
510,020022401,POINT (-58.41143402569225 -34.59128550231885),Comuna 2,0029,020020029
511,020022402,POINT (-58.41032990939408 -34.58993825660679),Comuna 2,0029,020020029
512,020022403,POINT (-58.40960810760234 -34.59039989685371),Comuna 2,0029,020020029
513,020022404,POINT (-58.410661408096956 -34.591742234418525),Comuna 2,0029,020020029
514,020022405,POINT (-58.409826243241724 -34.5921040670484),Comuna 2,0029,020020029
515,020022406,POINT (-58.408893158441686 -34.59099372961305),Comuna 2,0029,020020029
516,020022501,POINT (-58.412245635977165 -34.59229720735187),Comuna 2,0029,020020029
517,020022502,POINT (-58.41089544279243 -34.592955548210284),Comuna 2,0029,020020029
518,020022503,POINT (-58.41155212344574 -34.59412511321368),Comuna 2,0029,020020029
519,020022504,POINT (-58.41281670377222 -34.59299917016923),Comuna 2,0029,020020029
520,020022505,POINT (-58.413553300600796 -34.59389767350334),Comuna 2,0029,020020029
521,020022506,POINT (-58.41238163809529 -34.59503674120954),Comuna 2,0029,020020029
522,020022507,POINT (-58.413981175975984 -34.59508140680153),Comuna 2,0029,020020029
523,020022508,POINT (-58.41292066663692 -34.59626685279114),Comuna 2,0029,020020029
524,020022509,POINT (-58.41465396968542 -34.596180231483764),Comuna 2,0029,020020029
525,020022510,POINT (-58.41509876116701 -34.59731325352383),Comuna 2,0029,020020029
526,020022511,POINT (-58.41313554661931 -34.59739594217906),Comuna 2,0029,020020029
527,020030101,POINT (-58.410735048586396 -34.59953221100431),Comuna 3,0030,020030030
528,020030102,POINT (-58.4094194839841 -34.598755367804245),Comuna 3,0030,020030030
529,020030103,POINT (-58.40766295581955 -34.59880616119829),Comuna 3,0030,020030030
530,020030104,POINT (-58.408193687131885 -34.600265042044384),Comuna 3,0030,020030030
