,RADIO,geometry,departamen,circuito,RADIO.CIRCUITO
1638,020071709,POINT (-58.4434376729772 -34.64930279916595),Comuna 7,0086,020070086
1639,020071710,POINT (-58.44471266030054 -34.64998241931951),Comuna 7,0086,020070086
1640,020071711,POINT (-58.44405166365898 -34.65051078880497),Comuna 7,0086,020070086
1641,020071801,POINT (-58.44238578634403 -34.650471607153904),Comuna 7,0086,020070086
1642,020071802,POINT (-58.44041816722221 -34.649374827046394),Comuna 7,0086,020070086
1643,020071803,POINT (-58.439365321495885 -34.65003794711747),Comuna 7,0086,020070086
1644,020071804,POINT (-58.43853436837441 -34.64826394494558),Comuna 7,0086,020070086
1645,020071805,POINT (-58.43754421369387 -34.64844347517186),Comuna 7,0086,020070086
1646,020071806,POINT (-58.43759083708985 -34.65205309135098),Comuna 7,0086,020070086
1647,020071807,POINT (-58.4355545678483 -34.64784283530953),Comuna 7,0086,020070086
1648,020071808,POINT (-58.43424774687184 -34.64762036864843),Comuna 7,0086,020070086
1649,020071809,POINT (-58.4327982431072 -34.649207039339885),Comuna 7,0086,020070086
1650,020071810,POINT (-58.43239004744783 -34.65012256055975),Comuna 7,0086,020070086
1651,020071811,POINT (-58.43486970255317 -34.649966763374),Comuna 7,0086,020070086
1652,020071901,POINT (-58.44364483579556 -34.64332100321221),Comuna 7,0086,020070086
1653,020071902,POINT (-58.44361762659818 -34.64452495630226),Comuna 7,0086,020070086
1654,020071903,POINT (-58.443070551542895 -34.645462690920375),Comuna 7,0086,020070086
1655,020071904,POINT (-58.44122667723648 -34.645658516847774),Comuna 7,0086,020070086
1656,020071905,POINT (-58.4403533234672 -34.64698822831659),Comuna 7,0086,020070086
1657,020071906,POINT (-58.4397514987341 -34.64783664725145),Comuna 7,0086,020070086
1658,020072001,POINT (-58.43709177350767 -34.635968771700924),Comuna 7,0077,020070077
1663,020072006,POINT (-58.43612705001766 -34.637758518461716),Comuna 7,0077,020070077
1664,020072007,POINT (-58.43452373552903 -34.64031076974879),Comuna 7,0077,020070077
1669,020072012,POINT (-58.433477143594565 -34.643934388748335),Comuna 7,0077,020070077
1705,020072401,POINT (-58.433931907716556 -34.63528515379928),Comuna 7,0077,020070077
1706,020072402,POINT (-58.43103102799511 -34.634956781005755),Comuna 7,0077,020070077
1707,020072403,POINT (-58.429089316049556 -34.633664685424726),Comuna 7,0077,020070077
1708,020072404,POINT (-58.42548414733045 -34.63587028306405),Comuna 7,0077,020070077
1709,020072405,POINT (-58.427317933017825 -34.63642310075566),Comuna 7,0077,020070077
1710,020072406,POINT (-58.429756800632724 -34.636973194384765),Comuna 7,0077,020070077
1711,020072407,POINT (-58.433555457100155 -34.63776139760045),Comuna 7,0077,020070077
1712,020072408,POINT (-58.43166027367711 -34.638127738138934),Comuna 7,0077,020070077
1713,020072409,POINT (-58.43186314443661 -34.64051436534073),Comuna 7,0077,020070077
1714,020072410,POINT (-58.42913654329392 -34.63964862585496),Comuna 7,0077,020070077
1715,020072411,POINT (-58.42597539767526 -34.639644549459256),Comuna 7,0077,020070077
1683,020072201,POINT (-58.442031437551364 -34.62998175103679),Comuna 7,0076,020070076
1684,020072202,POINT (-58.43989410460516 -34.629691127254915),Comuna 7,0076,020070076
1685,020072203,POINT (-58.44019543249331 -34.63123890346996),Comuna 7,0076,020070076
1686,020072204,POINT (-58.43912731365026 -34.632332220198585),Comuna 7,0076,020070076
1687,020072205,POINT (-58.43752417843618 -34.63026201463214),Comuna 7,0076,020070076
1688,020072206,POINT (-58.43601948067956 -34.630141399219504),Comuna 7,0076,020070076
1689,020072207,POINT (-58.43492926646206 -34.62941991928891),Comuna 7,0076,020070076
1690,020072208,POINT (-58.434012270142254 -34.629292427715754),Comuna 7,0076,020070076
1691,020072209,POINT (-58.433843870192305 -34.632305515802),Comuna 7,0076,020070076
1692,020072210,POINT (-58.43561057181647 -34.63310517270122),Comuna 7,0076,020070076
1693,020072211,POINT (-58.43769595867542 -34.633368051248134),Comuna 7,0076,020070076
1694,020072212,POINT (-58.439597323932404 -34.63384917653304),Comuna 7,0076,020070076
1695,020072213,POINT (-58.43793931293075 -34.63439836431642),Comuna 7,0076,020070076
1696,020072301,POINT (-58.432295339823916 -34.62984934220931),Comuna 7,0076,020070076
1697,020072302,POINT (-58.43094371606455 -34.62864414242044),Comuna 7,0076,020070076
1698,020072303,POINT (-58.428748419894426 -34.62796850132778),Comuna 7,0076,020070076
1699,020072304,POINT (-58.427309497197356 -34.627759363505405),Comuna 7,0076,020070076
1700,020072305,POINT (-58.42692143622564 -34.62948663487628),Comuna 7,0076,020070076
1701,020072306,POINT (-58.4290068037819 -34.62978089036229),Comuna 7,0076,020070076
1702,020072307,POINT (-58.42710636775318 -34.63161548198845),Comuna 7,0076,020070076
1703,020072308,POINT (-58.42964411534949 -34.63209312638611),Comuna 7,0076,020070076
1704,020072309,POINT (-58.43183993365382 -34.63234005024395),Comuna 7,0076,020070076
1716,020080101,POINT (-58.496227559694006 -34.677418945634756),Comuna 8,0090,020080090
1717,020080102,POINT (-58.49682480069868 -34.67421655186655),Comuna 8,0090,020080090
1718,020080103,POINT (-58.492278980182576 -34.672275840822635),Comuna 8,0090,020080090
1719,020080104,POINT (-58.49298275713328 -34.670516117034346),Comuna 8,0090,020080090
1720,020080105,POINT (-58.493993195351834 -34.66984704148936),Comuna 8,0090,020080090
1721,020080106,POINT (-58.492035342379076 -34.66862782405358),Comuna 8,0090,020080090
1722,020080107,POINT (-58.49150920944346 -34.66774373632007),Comuna 8,0090,020080090
1723,020080108,POINT (-58.489809577358 -34.667372354646524),Comuna 8,0090,020080090
1724,020080109,POINT (-58.48783302467619 -34.67203813481596),Comuna 8,0090,020080090
1725,020080110,POINT (-58.490048897196864 -34.6701690771119),Comuna 8,0090,020080090
1726,020080111,POINT (-58.4908880682299 -34.6711715365499),Comuna 8,0090,020080090
1727,020080112,POINT (-58.48993335059496 -34.67410131740552),Comuna 8,0090,020080090
1728,020080201,POINT (-58.49513747676006 -34.67814382131746),Comuna 8,0090,020080090
1729,020080202,POINT (-58.49324306645592 -34.676849330829924),Comuna 8,0090,020080090
1730,020080203,POINT (-58.49358813842854 -34.678285812909586),Comuna 8,0090,020080090
1731,020080204,POINT (-58.49227255173444 -34.67812195972793),Comuna 8,0090,020080090
1732,020080205,POINT (-58.49162297484112 -34.67605075182855),Comuna 8,0090,020080090
1733,020080206,POINT (-58.49032570728908 -34.6766044729618),Comuna 8,0090,020080090
1734,020080207,POINT (-58.489141592538026 -34.677697118983524),Comuna 8,0090,020080090
1735,020080208,POINT (-58.493005524064166 -34.679060587449904),Comuna 8,0090,020080090
1736,020080209,POINT (-58.491751967672315 -34.68035682735934),Comuna 8,0090,020080090
1737,020080210,POINT (-58.48930056163939 -34.680071824889026),Comuna 8,0090,020080090
1738,020080301,POINT (-58.4862734083926 -34.67030990544677),Comuna 8,0090,020080090
1739,020080302,POINT (-58.48283946346045 -34.672994400399524),Comuna 8,0090,020080090
1740,020080303,POINT (-58.485852743621756 -34.675605185733254),Comuna 8,0090,020080090
1741,020080304,POINT (-58.48251233482499 -34.67717595972449),Comuna 8,0090,020080090
1742,020080305,POINT (-58.478902699449414 -34.67370244337636),Comuna 8,0090,020080090
1743,020080306,POINT (-58.48138091689329 -34.67983499163912),Comuna 8,0090,020080090
1744,020080307,POINT (-58.484742293476295 -34.67907835327329),Comuna 8,0090,020080090
1745,020080308,POINT (-58.48745261360228 -34.681570209209596),Comuna 8,0090,020080090
1746,020080309,POINT (-58.4843645363891 -34.683442448887895),Comuna 8,0090,020080090
1747,020080310,POINT (-58.48685663895218 -34.68495945296315),Comuna 8,0090,020080090
1748,020080401,POINT (-58.488132295943196 -34.66573592782821),Comuna 8,0090,020080090
1749,020080402,POINT (-58.4861867472436 -34.66348923144188),Comuna 8,0090,020080090
1750,020080403,POINT (-58.48447356849123 -34.66456805657621),Comuna 8,0090,020080090
1751,020080404,POINT (-58.48291898553893 -34.66226219562796),Comuna 8,0090,020080090
1752,020080405,POINT (-58.481011960257426 -34.66539473013824),Comuna 8,0090,020080090
1753,020080406,POINT (-58.483044870285056 -34.666165115329285),Comuna 8,0090,020080090
1754,020080407,POINT (-58.48491950352817 -34.668244789484774),Comuna 8,0090,020080090
1755,020080408,POINT (-58.481831131756906 -34.670731904174446),Comuna 8,0090,020080090
1756,020080409,POINT (-58.47974947460771 -34.66989682349016),Comuna 8,0090,020080090
1757,020080410,POINT (-58.479086721188445 -34.667137176294),Comuna 8,0090,020080090
1758,020080411,POINT (-58.477046642417264 -34.66875036230692),Comuna 8,0090,020080090
1759,020080501,POINT (-58.48113467883902 -34.660798565898325),Comuna 8,0090,020080090
1760,020080502,POINT (-58.47895319525828 -34.65947618834118),Comuna 8,0090,020080090
1761,020080503,POINT (-58.477225952802364 -34.66097352771649),Comuna 8,0090,020080090
1762,020080504,POINT (-58.47951388918027 -34.66278482855526),Comuna 8,0090,020080090
1763,020080505,POINT (-58.478205446075435 -34.665339214783664),Comuna 8,0090,020080090
1764,020080506,POINT (-58.477010286112616 -34.66428042302349),Comuna 8,0090,020080090
1765,020080507,POINT (-58.4749786498865 -34.662883159604846),Comuna 8,0090,020080090
1766,020080508,POINT (-58.4742622481119 -34.662270468647115),Comuna 8,0090,020080090
1767,020080509,POINT (-58.47436681144767 -34.66476909319753),Comuna 8,0090,020080090
1768,020080510,POINT (-58.475311843503135 -34.66581257269212),Comuna 8,0090,020080090
1769,020080511,POINT (-58.475283422219974 -34.66699102453254),Comuna 8,0090,020080090
1770,020080601,POINT (-58.4722616613636 -34.664044068276574),Comuna 8,0089,020080089
1771,020080602,POINT (-58.471508333554866 -34.665048756385275),Comuna 8,0089,020080089
1772,020080603,POINT (-58.47346230406239 -34.66654769788126),Comuna 8,0089,020080089
1773,020080604,POINT (-58.47477511376082 -34.6709298429747),Comuna 8,0089,020080089
1774,020080605,POINT (-58.472404589212715 -34.66853797129633),Comuna 8,0089,020080089
1775,020080606,POINT (-58.470164088613174 -34.666521680573176),Comuna 8,0089,020080089
1776,020080607,POINT (-58.46693849371525 -34.66990450959302),Comuna 8,0089,020080089
1777,020080608,POINT (-58.47155478936765 -34.6715135843686),Comuna 8,0089,020080089
1778,020080609,POINT (-58.472966801512925 -34.673258244649226),Comuna 8,0089,020080089
1779,020080610,POINT (-58.47191014008777 -34.67472042770852),Comuna 8,0089,020080089
1780,020080611,POINT (-58.47054142900415 -34.67513225588841),Comuna 8,0089,020080089
1781,020080701,POINT (-58.46982760143491 -34.67686578653625),Comuna 8,0089,020080089
1782,020080702,POINT (-58.4686075640113 -34.674525535507556),Comuna 8,0089,020080089
1783,020080703,POINT (-58.46716048522467 -34.67288168659628),Comuna 8,0089,020080089
1784,020080704,POINT (-58.465839749555265 -34.67316874205979),Comuna 8,0089,020080089
1785,020080705,POINT (-58.463173286259654 -34.672204948166076),Comuna 8,0089,020080089
1786,020080706,POINT (-58.464101269546774 -34.6733007396022),Comuna 8,0089,020080089
1787,020080707,POINT (-58.46487291163373 -34.674012023778765),Comuna 8,0089,020080089
1788,020080708,POINT (-58.46599704142243 -34.67448158168699),Comuna 8,0089,020080089
1789,020080709,POINT (-58.46555501423865 -34.67611559643424),Comuna 8,0089,020080089
1790,020080710,POINT (-58.46689616186555 -34.67543518358558),Comuna 8,0089,020080089
1791,020080711,POINT (-58.46730813734847 -34.67679783638153),Comuna 8,0089,020080089
1792,020080712,POINT (-58.46660030526158 -34.67807994157345),Comuna 8,0089,020080089
1793,020080713,POINT (-58.467640247538824 -34.6789991623544),Comuna 8,0089,020080089
1794,020080714,POINT (-58.46248775674604 -34.67462505456799),Comuna 8,0089,020080089
1795,020080801,POINT (-58.48268442210561 -34.68626908806288),Comuna 8,0089,020080089
1796,020080802,POINT (-58.47989781429461 -34.68342157608156),Comuna 8,0089,020080089
1797,020080803,POINT (-58.478343616888104 -34.681428929734835),Comuna 8,0089,020080089
1798,020080804,POINT (-58.47665732612098 -34.67948907147609),Comuna 8,0089,020080089
1799,020080805,POINT (-58.47729608503187 -34.676057425592475),Comuna 8,0089,020080089
1800,020080806,POINT (-58.47444115177603 -34.67699657035636),Comuna 8,0089,020080089
1801,020080807,POINT (-58.47264521652552 -34.67928095170371),Comuna 8,0089,020080089
1802,020080808,POINT (-58.474776677866096 -34.68149395989984),Comuna 8,0089,020080089
1803,020080809,POINT (-58.47234460409603 -34.68218116599578),Comuna 8,0089,020080089
1804,020080810,POINT (-58.46974457307157 -34.67992094820085),Comuna 8,0089,020080089
1805,020080811,POINT (-58.47119847218448 -34.68303023860742),Comuna 8,0089,020080089
1815,020081001,POINT (-58.466328909898316 -34.6881297365219),Comuna 8,0089,020080089
1816,020081002,POINT (-58.46955397973712 -34.685349315223),Comuna 8,0089,020080089
1817,020081003,POINT (-58.46818763947821 -34.68249297526812),Comuna 8,0089,020080089
1818,020081004,POINT (-58.46702124002071 -34.68396092732838),Comuna 8,0089,020080089
1819,020081005,POINT (-58.46573795670168 -34.684774055616785),Comuna 8,0089,020080089
1820,020081006,POINT (-58.46504405786801 -34.68221722346785),Comuna 8,0089,020080089
1821,020081007,POINT (-58.46291276299226 -34.68429266409243),Comuna 8,0089,020080089
1822,020081008,POINT (-58.45845637322908 -34.67990659835666),Comuna 8,0089,020080089
1823,020081101,POINT (-58.464562536613435 -34.686480163285914),Comuna 8,0089,020080089
1824,020081102,POINT (-58.46288390835016 -34.689290140326875),Comuna 8,0089,020080089
1825,020081103,POINT (-58.46138856539668 -34.685877582062574),Comuna 8,0089,020080089
1826,020081104,POINT (-58.460346575510805 -34.6869596707873),Comuna 8,0089,020080089
1827,020081105,POINT (-58.459108652187304 -34.686931686168705),Comuna 8,0089,020080089
1806,020080901,POINT (-58.480725015824106 -34.68926170672272),Comuna 8,0088,020080088
1807,020080902,POINT (-58.47864468271766 -34.68569336626762),Comuna 8,0088,020080088
1808,020080903,POINT (-58.47481523162939 -34.6841680679228),Comuna 8,0088,020080088
1809,020080904,POINT (-58.476091294215585 -34.68611752544492),Comuna 8,0088,020080088
1810,020080905,POINT (-58.477684206047364 -34.68794423264242),Comuna 8,0088,020080088
1811,020080906,POINT (-58.47857346202054 -34.689539762045584),Comuna 8,0088,020080088
1812,020080907,POINT (-58.47713335673953 -34.69119176313658),Comuna 8,0088,020080088
1813,020080908,POINT (-58.474512654193475 -34.688826212903074),Comuna 8,0088,020080088
1814,020080909,POINT (-58.472246431443054 -34.686770713211814),Comuna 8,0088,020080088
1828,020081201,POINT (-58.474744335006726 -34.69299901185221),Comuna 8,0088,020080088
1829,020081202,POINT (-58.47212349494971 -34.69063361766139),Comuna 8,0088,020080088
1830,020081203,POINT (-58.46987189754595 -34.68859586924039),Comuna 8,0088,020080088
1831,020081204,POINT (-58.46667740916809 -34.690842493994886),Comuna 8,0088,020080088
1832,020081205,POINT (-58.46975055781306 -34.69242957608106),Comuna 8,0088,020080088
1833,020081206,POINT (-58.47182654173287 -34.69550278820029),Comuna 8,0088,020080088
1834,020081207,POINT (-58.45777531098874 -34.69288852233928),Comuna 8,0088,020080088
1835,020081301,POINT (-58.44552871594612 -34.67399399818234),Comuna 8,0087,020080087
1836,020081302,POINT (-58.43208857723068 -34.66591828031212),Comuna 8,0087,020080087
1837,020081303,POINT (-58.436537934388696 -34.663600395192354),Comuna 8,0087,020080087
1838,020081304,POINT (-58.44066321657494 -34.66318581634632),Comuna 8,0087,020080087
1839,020081305,POINT (-58.434994798130724 -34.66098710492),Comuna 8,0087,020080087
1840,020081306,POINT (-58.43194277429934 -34.65977056001526),Comuna 8,0087,020080087
1841,020081307,POINT (-58.43020172240463 -34.65791007897389),Comuna 8,0087,020080087
1842,020081308,POINT (-58.42873173566702 -34.66119968531872),Comuna 8,0087,020080087
1843,020081401,POINT (-58.45740385991634 -34.657924639279905),Comuna 8,0087,020080087
1844,020081402,POINT (-58.45744785555493 -34.65676064665222),Comuna 8,0087,020080087
1845,020081403,POINT (-58.45661581788353 -34.65600011932786),Comuna 8,0087,020080087
1846,020081404,POINT (-58.4500771280379 -34.655554035551525),Comuna 8,0087,020080087
1847,020081405,POINT (-58.44353343545902 -34.65549309197246),Comuna 8,0087,020080087
1848,020081406,POINT (-58.443886770889435 -34.662136085261864),Comuna 8,0087,020080087
1849,020081407,POINT (-58.440429798545686 -34.65956687331029),Comuna 8,0087,020080087
1850,020081408,POINT (-58.43748780063488 -34.65908618240082),Comuna 8,0087,020080087
1851,020081409,POINT (-58.43511038340927 -34.65533047785064),Comuna 8,0087,020080087
1852,020081410,POINT (-58.43365292235233 -34.65718523100605),Comuna 8,0087,020080087
1853,020081501,POINT (-58.46001566239885 -34.66506994574313),Comuna 8,0087,020080087
1854,020081502,POINT (-58.45426737874646 -34.662245760320495),Comuna 8,0087,020080087
1855,020081503,POINT (-58.45398245494301 -34.66086921980818),Comuna 8,0087,020080087
1856,020081504,POINT (-58.453437227675565 -34.65936923724724),Comuna 8,0087,020080087
1857,020081505,POINT (-58.454678831876535 -34.65843771950284),Comuna 8,0087,020080087
1858,020081506,POINT (-58.45230844502194 -34.65856196344436),Comuna 8,0087,020080087
1859,020081507,POINT (-58.451039291247106 -34.659416196104004),Comuna 8,0087,020080087
1860,020081508,POINT (-58.45213099823712 -34.6604849682482),Comuna 8,0087,020080087
1861,020081509,POINT (-58.45104817218164 -34.66178665043699),Comuna 8,0087,020080087
1862,020081510,POINT (-58.448285203570755 -34.66324216237742),Comuna 8,0087,020080087
1863,020081601,POINT (-58.44756891189296 -34.666042781640776),Comuna 8,0087,020080087
1864,020081602,POINT (-58.44614438395377 -34.66498565614105),Comuna 8,0087,020080087
1865,020081603,POINT (-58.44445525461683 -34.66486190841344),Comuna 8,0087,020080087
1866,020081604,POINT (-58.445857725601094 -34.66590857005674),Comuna 8,0087,020080087
1867,020081605,POINT (-58.44600178008973 -34.666989458671004),Comuna 8,0087,020080087
1868,020081606,POINT (-58.4453896515042 -34.6677068042995),Comuna 8,0087,020080087
1869,020081607,POINT (-58.444108530411704 -34.66848482992785),Comuna 8,0087,020080087
1870,020081608,POINT (-58.44336049895681 -34.66770771443169),Comuna 8,0087,020080087
1871,020081609,POINT (-58.44312313683213 -34.66719054312779),Comuna 8,0087,020080087
1872,020081610,POINT (-58.44321266397135 -34.666256491041665),Comuna 8,0087,020080087
1873,020081701,POINT (-58.47063635959697 -34.66055196401073),Comuna 8,0087,020080087
1874,020081702,POINT (-58.470836992529456 -34.66296029677586),Comuna 8,0087,020080087
1875,020081703,POINT (-58.469755425322354 -34.661723218926575),Comuna 8,0087,020080087
1876,020081704,POINT (-58.46873335375977 -34.66072459618894),Comuna 8,0087,020080087
1877,020081705,POINT (-58.46744009544273 -34.66065210504179),Comuna 8,0087,020080087
1878,020090101,POINT (-58.51500009788078 -34.634259711517906),Comuna 9,0101,020090101
1879,020090102,POINT (-58.51594622883736 -34.636112699134664),Comuna 9,0101,020090101
1882,020090105,POINT (-58.525071732791325 -34.63824462697195),Comuna 9,0101,020090101
1883,020090106,POINT (-58.524037214634255 -34.63673682548527),Comuna 9,0101,020090101
1884,020090107,POINT (-58.52455294832285 -34.63510737547174),Comuna 9,0101,020090101
1885,020090108,POINT (-58.52832989585946 -34.63620983979131),Comuna 9,0101,020090101
1886,020090109,POINT (-58.529065863405535 -34.63764002703846),Comuna 9,0101,020090101
1887,020090201,POINT (-58.51989863262119 -34.640217606068425),Comuna 9,0101,020090101
1897,020090211,POINT (-58.51940502557745 -34.644135802097026),Comuna 9,0101,020090101
1899,020090301,POINT (-58.52878137185221 -34.641133557173966),Comuna 9,0101,020090101
1900,020090302,POINT (-58.52672185757395 -34.6417370514409),Comuna 9,0101,020090101
1901,020090303,POINT (-58.52557375259682 -34.641121256018366),Comuna 9,0101,020090101
1902,020090304,POINT (-58.52422320298038 -34.64090033451229),Comuna 9,0101,020090101
1903,020090305,POINT (-58.523051161473354 -34.639548389443625),Comuna 9,0101,020090101
1904,020090306,POINT (-58.52215383549346 -34.640370511085266),Comuna 9,0101,020090101
1905,020090307,POINT (-58.522085798711394 -34.64250522924581),Comuna 9,0101,020090101
1906,020090308,POINT (-58.521812070994905 -34.64461221082422),Comuna 9,0101,020090101
1907,020090309,POINT (-58.5215608991888 -34.64653958174567),Comuna 9,0101,020090101
1908,020090310,POINT (-58.52379793831413 -34.64516815075906),Comuna 9,0101,020090101
1909,020090311,POINT (-58.52594963496402 -34.644801333744894),Comuna 9,0101,020090101
1910,020090312,POINT (-58.52577993260932 -34.646726604176614),Comuna 9,0101,020090101
1911,020090313,POINT (-58.52849808254278 -34.645336186933065),Comuna 9,0101,020090101
1912,020090401,POINT (-58.528232092872834 -34.65061270356765),Comuna 9,0101,020090101
1913,020090402,POINT (-58.52618790257699 -34.64981625873156),Comuna 9,0101,020090101
1914,020090403,POINT (-58.52408134052077 -34.64859080976564),Comuna 9,0101,020090101
1880,020090103,POINT (-58.51170541969636 -34.63837136180461),Comuna 9,0100,020090100
1881,020090104,POINT (-58.516694174392924 -34.63860059654205),Comuna 9,0100,020090100
1888,020090202,POINT (-58.51705004355018 -34.640801155066114),Comuna 9,0100,020090100
1889,020090203,POINT (-58.51545243211426 -34.640089784909875),Comuna 9,0100,020090100
1890,020090204,POINT (-58.51211998730409 -34.63981542668406),Comuna 9,0100,020090100
1891,020090205,POINT (-58.51164013713065 -34.6411928636244),Comuna 9,0100,020090100
1892,020090206,POINT (-58.51017383370022 -34.642365472685405),Comuna 9,0100,020090100
1893,020090207,POINT (-58.51286232596563 -34.64416135067096),Comuna 9,0100,020090100
1894,020090208,POINT (-58.5147473568127 -34.64450967392031),Comuna 9,0100,020090100
1895,020090209,POINT (-58.514284784010336 -34.642535179876816),Comuna 9,0100,020090100
1896,020090210,POINT (-58.51837476343648 -34.64234532729202),Comuna 9,0100,020090100
1928,020090506,POINT (-58.510996301042056 -34.64793131590866),Comuna 9,0100,020090100
1929,020090507,POINT (-58.50830990123821 -34.64751846518182),Comuna 9,0100,020090100
1930,020090508,POINT (-58.508247499046675 -34.64556169613594),Comuna 9,0100,020090100
1931,020090509,POINT (-58.50943348771266 -34.64366451192916),Comuna 9,0100,020090100
1932,020090510,POINT (-58.50641844463476 -34.64390303674727),Comuna 9,0100,020090100
1933,020090511,POINT (-58.50462201892046 -34.64578199003782),Comuna 9,0100,020090100
1898,020090212,POINT (-58.518256048599206 -34.64563470971338),Comuna 9,0099,020090099
1915,020090404,POINT (-58.52192480545423 -34.64895949915135),Comuna 9,0099,020090099
1916,020090405,POINT (-58.52599707133114 -34.6526670798825),Comuna 9,0099,020090099
1917,020090406,POINT (-58.52551313879377 -34.65518880576226),Comuna 9,0099,020090099
1918,020090407,POINT (-58.523559283181925 -34.65392052827354),Comuna 9,0099,020090099
1919,020090408,POINT (-58.52252885435909 -34.65247714166014),Comuna 9,0099,020090099
1920,020090409,POINT (-58.519659579162926 -34.653051885038046),Comuna 9,0099,020090099
1921,020090410,POINT (-58.52101423926686 -34.651095449571024),Comuna 9,0099,020090099
1922,020090411,POINT (-58.519295891752144 -34.64953098309147),Comuna 9,0099,020090099
1923,020090501,POINT (-58.51590910475579 -34.64613032667019),Comuna 9,0099,020090099
1924,020090502,POINT (-58.517639392389945 -34.64791004878846),Comuna 9,0099,020090099
1925,020090503,POINT (-58.514253234478005 -34.647729064072074),Comuna 9,0099,020090099
1926,020090504,POINT (-58.51686825911134 -34.6512451829708),Comuna 9,0099,020090099
1927,020090505,POINT (-58.51335617761557 -34.649794763178996),Comuna 9,0099,020090099
1934,020090601,POINT (-58.507921765795835 -34.649510690535095),Comuna 9,0095,020090095
1935,020090602,POINT (-58.5063274855753 -34.650802599791454),Comuna 9,0095,020090095
1936,020090603,POINT (-58.504354857130245 -34.651535606055255),Comuna 9,0095,020090095
1937,020090604,POINT (-58.50190032646799 -34.6493714621381),Comuna 9,0095,020090095
1938,020090605,POINT (-58.50407692823336 -34.64802423313403),Comuna 9,0095,020090095
1939,020090606,POINT (-58.501244694505644 -34.646229943819165),Comuna 9,0095,020090095
1940,020090607,POINT (-58.49955371081806 -34.647383643925494),Comuna 9,0095,020090095
1941,020090608,POINT (-58.497923576623 -34.64517680624442),Comuna 9,0095,020090095
1942,020090609,POINT (-58.49622190645515 -34.64480397133413),Comuna 9,0095,020090095
1943,020090610,POINT (-58.49472081488573 -34.646623826181056),Comuna 9,0095,020090095
1944,020090611,POINT (-58.496279704600155 -34.647998816344305),Comuna 9,0095,020090095
1945,020090612,POINT (-58.49782368276185 -34.64934515270457),Comuna 9,0095,020090095
1973,020090901,POINT (-58.4993663574091 -34.65069707357661),Comuna 9,0095,020090095
1974,020090902,POINT (-58.499971044619144 -34.65276281074348),Comuna 9,0095,020090095
1975,020090903,POINT (-58.50242369860734 -34.65340414104168),Comuna 9,0095,020090095
1976,020090904,POINT (-58.49955312530885 -34.65633540748749),Comuna 9,0095,020090095
1977,020090905,POINT (-58.496490588859004 -34.65489482241108),Comuna 9,0095,020090095
1978,020090906,POINT (-58.49678564391617 -34.65173985632156),Comuna 9,0095,020090095
1979,020090907,POINT (-58.49360898750604 -34.64877999562434),Comuna 9,0095,020090095
1980,020090908,POINT (-58.492058818413824 -34.64931966935743),Comuna 9,0095,020090095
1982,020090910,POINT (-58.49306150392947 -34.65175721672825),Comuna 9,0095,020090095
1983,020090911,POINT (-58.49464524163504 -34.65308109143958),Comuna 9,0095,020090095
1946,020090701,POINT (-58.52237078138445 -34.65725346292824),Comuna 9,0098,020090098
1947,020090702,POINT (-58.51921666173984 -34.65841390995014),Comuna 9,0098,020090098
1948,020090703,POINT (-58.51963633998006 -34.655663314874644),Comuna 9,0098,020090098
1949,020090704,POINT (-58.51775164726074 -34.6554088984063),Comuna 9,0098,020090098
1950,020090705,POINT (-58.51660618618082 -34.65447159908587),Comuna 9,0098,020090098
1951,020090706,POINT (-58.51490853879527 -34.65347314962873),Comuna 9,0098,020090098
1952,020090707,POINT (-58.51334839554165 -34.6523515190758),Comuna 9,0098,020090098
1953,020090708,POINT (-58.51095335722585 -34.651094119910034),Comuna 9,0098,020090098
1954,020090709,POINT (-58.509376015690464 -34.65253515450368),Comuna 9,0098,020090098
1955,020090710,POINT (-58.51105043053822 -34.65393065688565),Comuna 9,0098,020090098
1956,020090711,POINT (-58.513009833966294 -34.655672890129466),Comuna 9,0098,020090098
1957,020090712,POINT (-58.510923180865205 -34.656679232306416),Comuna 9,0098,020090098
1958,020090713,POINT (-58.50859487589749 -34.655118211760296),Comuna 9,0098,020090098
1959,020090714,POINT (-58.50669072218452 -34.65356374660967),Comuna 9,0098,020090098
1960,020090801,POINT (-58.51395457106845 -34.657820955582906),Comuna 9,0098,020090098
1961,020090802,POINT (-58.515503275216915 -34.659011475659966),Comuna 9,0098,020090098
1962,020090803,POINT (-58.51781270733345 -34.660453268367284),Comuna 9,0098,020090098
1963,020090804,POINT (-58.51481334528103 -34.66319265638235),Comuna 9,0098,020090098
1964,020090805,POINT (-58.51367514997562 -34.66104451151879),Comuna 9,0098,020090098
1965,020090806,POINT (-58.510476981227185 -34.66012094934766),Comuna 9,0098,020090098
1966,020090807,POINT (-58.50861084892804 -34.65792902904852),Comuna 9,0098,020090098
1967,020090808,POINT (-58.50483754365842 -34.655989916834216),Comuna 9,0098,020090098
1968,020090809,POINT (-58.504254361558566 -34.65881505124352),Comuna 9,0098,020090098
1969,020090810,POINT (-58.50736076023212 -34.66137777047047),Comuna 9,0098,020090098
1970,020090811,POINT (-58.50962094887784 -34.66332610376874),Comuna 9,0098,020090098
1971,020090812,POINT (-58.51202714728948 -34.66536925630168),Comuna 9,0098,020090098
1972,020090813,POINT (-58.509122834472834 -34.666317673766365),Comuna 9,0097,020090097
2051,020091601,POINT (-58.50724811110144 -34.667193212763884),Comuna 9,0097,020090097
